Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Population
0.5037779386724222,0.24375727504397646,0.00029603358453003057,0.18523335089381873,0.0007599356252288549,0.009069424205584148,0.00010604967822281683,0.495246599041072,0.00024831993619989624,0.0557989350045588,0.001437155984191966,0.49140016502231226,0.0003073525157032376,0.048509456260312125,0.0018327961630462187,0.40022512959771345,0.0003386101794815555,7.66204571724785e-07,2.612061039970858e-08,5.746534287935887e-07,3.482748053294477e-08,5828289
0.5024225698827751,0.24290098432935,0.00018327714423745033,0.1931167209873789,0.0008035997862718976,0.007716642036138001,8.512579734440106e-05,0.4963551922821351,0.00011715332505813611,0.02189188788465368,0.0010430400353279312,0.48528684648449083,0.00020151291360555784,0.055561094566796594,0.001645126907994271,0.40715393034660113,0.0003316917882123422,7.815329729188935e-07,1.5324175939586148e-08,6.28291213523032e-07,3.0648351879172296e-08,6587536
0.5004343325362165,0.24565606638110785,0.00019085011468037875,0.19285746068349827,0.0006225047409285409,0.003591194233843718,2.3305296722318616e-05,0.494664194386213,6.125239942887653e-05,0.061170526908217254,0.0010330832727495627,0.4892313244107323,0.00019931095066435094,0.08198686860428077,0.0015330832148203507,0.39686787376821625,0.0002242374854195265,7.650216967543719e-07,1.013273770535592e-08,6.130306311740331e-07,1.519910655803388e-08,9876187
0.5016659126810314,0.24895356918972608,0.00029255903523476033,0.1975787100507564,0.0007725372263964708,0.00802444940492475,8.82305905422235e-05,0.49614044833199966,6.423640424915628e-05,0.0449899494872043,0.0012657405596094781,0.4901993366613556,0.0002154753501357728,0.056633459014466446,0.0014190577421041555,0.3944173789384423,0.0003003996551651721,7.840619930411724e-07,1.8893060073281262e-08,7.084897527480473e-07,2.833959010992189e-08,5344861
0.5037581169585932,0.24450205975575248,0.0007038959074496612,0.18318237979511484,0.0014116929247478384,0.009936635624585771,0.0001524825110354808,0.4923721342185478,0.0002488229629466633,0.08957202632400695,0.0026254469280513988,0.487739481466699,0.0004265778812616621,0.10921123098226751,0.003808161666038504,0.3905087284426964,0.0006345239975347428,2.086245701597791e-06,6.784538866984686e-08,3.0191197958081854e-06,1.3569077733969373e-07,2978512
0.5024393078959878,0.24571176210622309,0.0003472362041957645,0.19696504444890964,0.0008620574490265505,0.00597155775294772,6.954779186353391e-05,0.49268862368419997,0.00017847806827629787,0.06484652871859965,0.0013748676733697162,0.48749248191427047,0.00021953640323187814,0.07445551977853052,0.0018234090346293513,0.39774809508608666,0.0004198005267907288,8.379252031751073e-07,2.513775609525322e-08,8.882007153656138e-07,3.3517008127004296e-08,6010688
0.4979358105867434,0.25087040684134276,0.0010190895772016046,0.20238425539902105,0.002097977803164053,0.033733975545917616,0.0008788893838883662,0.4902293225413964,0.0005979864876084367,0.08491458375005145,0.0036396774199562243,0.4846750833417863,0.001216073361354972,0.07083828333754093,0.00484419305928179,0.3993966826026352,0.0009236127430456357,3.7688224008935086e-06,2.512548267262339e-07,5.0250965345246775e-06,5.025096534524678e-07,998199
0.50362752911125,0.2494270470149416,0.0006198944745126121,0.19791059702388814,0.001290139898353146,0.020419648657768977,0.0003585097648867881,0.49581900483842795,0.00026248527682424855,0.05713402011361183,0.0019207649030503974,0.4886975096392225,0.000564866114591386,0.06326142799084035,0.0032530014967432816,0.39065898360356605,0.0007547139563196161,1.8159358774004616e-06,1.1005671984245222e-07,2.421247836533949e-06,2.2011343968490445e-07,1842641
0.49877687591680503,0.2518184759796843,0.00043374435957007447,0.18253611321871385,0.0012840824726557945,0.013697986199041664,0.00025375520355800274,0.4921976821361834,0.0003444874420394979,0.11133140725869642,0.0028949485359400636,0.49177278970231886,0.0002946953599459945,0.07340219651641074,0.003705268568232116,0.3903791443690103,0.0005683673963413987,2.600253175994069e-06,1.1064907131889656e-07,2.0470078193995862e-06,1.290905832053793e-07,2723322
0.500425266631045,0.24602056711086873,0.0007125809468043958,0.19588603199591284,0.0017189352652780174,0.03415219957526946,0.0006582347732614473,0.4950590570476434,0.00017786020432237722,0.055111200447437794,0.003309795981717058,0.4851684335059984,0.00043400930200033073,0.04020324695394657,0.0030646681360163457,0.40541371363744905,0.0007460247459077488,2.9643367387062868e-06,2.2802590297740667e-07,2.014228809633759e-06,2.2802590297740667e-07,1318194
0.5024820169732171,0.24457504459768947,0.00014015519768502359,0.18111254272713656,0.0006745147293884129,0.006058643728848525,5.474901612217419e-05,0.49631159162438193,6.719456931783004e-05,0.06571925745690281,0.0011622890711484298,0.4924856116312018,0.00016310525449536148,0.05051233287353741,0.0014237598676443192,0.39889179748733694,0.0002585021324308704,6.165686904269877e-07,1.7126908067416324e-08,4.452996097528244e-07,1.7126908067416324e-08,8821155
0.5004478878730063,0.24732435129848804,0.0007225968955053593,0.1853566410638543,0.0013572612824393324,0.016110785895497966,0.00030497803937018015,0.4923975819298855,0.00029601522169210494,0.09654601859833221,0.0033329569846658525,0.49046379345626184,0.0004154387112945663,0.10025056915916475,0.004788567023248388,0.3890337659383255,0.000696919634049252,2.301263998424711e-06,1.211191578118269e-07,3.8031415552913646e-06,2.1801448406128844e-07,2082224
0.5014501883424354,0.24274504927403423,0.00010793226801307125,0.1860868921179929,0.00042684186585811385,0.0023646579091977306,1.9186809503042373e-05,0.4947787122974166,6.635222801186891e-05,0.058889076279862056,0.0009128732289567452,0.4881985416760572,0.00015049492089987414,0.0729582310088261,0.0012091051557314803,0.40379630969508423,0.00018266256378637646,2.5599651493277563e-07,5.171646766318699e-09,2.973696890633252e-07,7.757470149478049e-09,19465197
0.5021577665640738,0.24458640061593268,0.0004039190456873547,0.19278765623882943,0.0007569477578327713,0.0036297569787590474,3.4924738705251706e-05,0.49160697674201526,0.00021789885847832983,0.08244533388697177,0.0014807564026986045,0.48866027412656526,0.00019447565026398057,0.08547905949796254,0.0015548598708386195,0.39529620647863417,0.0003241435899079903,6.669837316642055e-07,1.5755521220414303e-08,6.984947741050342e-07,1.5755521220414303e-08,9656401
0.49961691454931795,0.25439760654558496,0.0011703423207268244,0.20770761445547486,0.0023636470540755045,0.05611272921793662,0.001356263790665073,0.4893297536947267,0.0005370241661562961,0.04780255801778836,0.0034295474335222765,0.4825180650989015,0.0004444337926810726,0.06288367804943276,0.004198417894860532,0.4010326106568024,0.0010710854403613848,2.8888196524269714e-06,3.703614939008938e-07,5.777639304853943e-06,5.925783902414301e-07,683932
0.5016319091914716,0.2448164255135078,0.0002002843378975746,0.1967650559602315,0.000693820428895723,0.003072229553946448,1.9350093435610224e-05,0.4939117871942915,0.00023946284168518094,0.06083073654178174,0.0011662670922168582,0.48809932350972646,0.00017871659330417534,0.07735828185379895,0.001401772948502847,0.3972731157246066,0.00026350913757257967,4.957102587999025e-07,8.696671207015833e-09,5.131036012139341e-07,1.3045006810523747e-08,11544951
0.5030121769710477,0.2482157912672568,0.0005371504480930968,0.19161428154071095,0.0010087784367474042,0.008818119566716274,0.00010670800537174291,0.49171343057770084,0.0002551364338963477,0.09274115768618756,0.001693421278230266,0.48765411363651034,0.000306083489092631,0.08245266064194284,0.0021062127726946397,0.3918888938682652,0.00044434925043897454,1.0964983008123956e-06,4.011579149313643e-08,1.6982351732094421e-06,6.685965248856072e-08,3791508
0.4978286913744888,0.24667175727734958,0.00045672630639544793,0.19544267894432601,0.0010586920969370918,0.00933241492505815,0.00012202710230497346,0.49266101865732287,0.00011437609376512921,0.08448580792784212,0.0021081770480042014,0.48835726151460507,0.0003326243543169574,0.07734106273273604,0.0022412267897309844,0.3983671364938438,0.00045452177851108605,1.6469120077291847e-06,5.187124433792708e-08,1.4264592192929948e-06,6.483905542240885e-08,3871859
0.5016903114684542,0.24442246439081014,0.00019033997700176056,0.19484111088345088,0.0005609937273224847,0.0031243071712337925,2.2697114636253072e-05,0.4936523750277929,5.3723083512939884e-05,0.050177596840542925,0.0009865547584415183,0.48547963746281375,0.0001616824026958132,0.06505916728632719,0.0011543160405355628,0.40553088666240467,0.0002280369239193635,3.789431313183122e-07,7.894648569131505e-09,3.6710115846461495e-07,1.1841972853697256e-08,12742886
0.5014865530049455,0.24205323583370594,0.0006082314022480263,0.19161194359230208,0.0020314071500296257,0.040586705152514536,0.001133587108340096,0.493797688849511,0.0005139245755877999,0.06010107381461625,0.003472205890671975,0.48210792901758204,0.00039389770529296616,0.06772373267254687,0.004295247286979406,0.40872816823094327,0.0008792444546200913,5.191638437355902e-06,3.334079730412047e-07,4.381933359970119e-06,4.7629710434457816e-07,1051302
0.5021024798992586,0.24399877764909397,0.00046773828221329753,0.1907550210980613,0.001157811987761603,0.007161193311265177,9.335272036764586e-05,0.4913293377136295,0.0002522256215037671,0.08612654836470947,0.0021024938668416206,0.48667578041177595,0.0003461198309686731,0.08834448770708696,0.0024324773227119415,0.3980279505124039,0.00048268338129767705,1.3862120889859247e-06,4.331912778081015e-08,1.4945099084379501e-06,5.414890972601268e-08,4679230
0.5034382920755426,0.2535310510735953,0.0014595130916438457,0.19667046816445408,0.002139632626955701,0.044562319870342516,0.0012739138349540284,0.49214078516168597,0.0004094282606047797,0.06097398038880157,0.0042484348126008015,0.4860271086497938,0.0006332572645197421,0.07014542006987913,0.004685610470385122,0.39305667966002444,0.001119145019574812,3.6996529572721058e-06,3.6996529572721056e-07,5.6728012011505615e-06,5.549479435908159e-07,824082
0.5013361564657911,0.2440892851254814,0.00043470342439706674,0.19248268575820357,0.0010091554823267173,0.005284816976101567,6.593107089911971e-05,0.4936585778974894,0.00015433864324112113,0.07086493899304294,0.0017452806208104294,0.48857762673272065,0.00028186321458547106,0.0863938355425539,0.002293786120934087,0.39636166753220425,0.0003850973913880401,8.911735659809243e-07,2.3659475203033383e-08,1.0567898924021579e-06,3.154596693737785e-08,6403353
0.5038504224964259,0.24999342429253438,0.0001475417074485852,0.17432631251750724,0.0004047821506002221,0.0015062579992716164,1.019386323772675e-05,0.4943215741802116,9.032840066619711e-05,0.11720895971197523,0.001119908587676599,0.4917975856118615,0.0001585734224592758,0.088063826965838,0.0010636727746293354,0.38148604113229373,0.0002038174181993233,1.7554989528766226e-07,3.989770347446869e-09,2.75294153973834e-07,3.989770347446869e-09,25674681
0.5092940767905341,0.25641064818212317,0.0003795214154667727,0.16142500417890124,0.000914409983616173,0.013864179615181061,0.00019590568956912193,0.5045037424430644,0.0002021423875516595,0.07739448704659382,0.0030224139017138783,0.5008024456227219,0.0003549414881238305,0.06589658401890497,0.002695170689924259,0.36461717474685673,0.00047417247896646087,1.7059203305176349e-06,7.33729174416187e-08,1.7792932479592534e-06,9.171614680202338e-08,2817222
0.4985871382182211,0.24546392031277658,0.0008060741642865995,0.20464247671624672,0.0021720990573216963,0.06169255162696639,0.0016910034098621054,0.4937491002005563,0.0002421408556750259,0.039730216714047015,0.0033015587064900735,0.478586622145853,0.0008960804691921189,0.06081558754111703,0.004181708856229888,0.40905316728446245,0.0012210589860191274,6.451779378183256e-06,4.779095835691301e-07,6.6907341699678215e-06,7.168643753536951e-07,626431
0.5045465790477219,0.24784994961170367,0.0003653657452868233,0.18816757143757104,0.000918224289135909,0.0059267089799047564,5.576999071922428e-05,0.4908900990542538,0.00032952708157773895,0.06414051931499691,0.0013491685015254956,0.48920624773356436,0.0001762382006606377,0.05419617038360657,0.0013861389125096036,0.4015083460141001,0.0003240569697484576,4.96711304038187e-07,1.8862454583728616e-08,4.841363343157012e-07,1.8862454583728616e-08,8096604
0.5004357099047887,0.24919205203258632,0.00024307633745324897,0.193426956740656,0.0007230704848845883,0.006208908681852998,7.197315242052855e-05,0.4925398098894995,0.00022519434803742693,0.07016187755069604,0.0017404889034312763,0.4908956314518846,0.00022000040920295582,0.06594209904419308,0.0020234101716575395,0.3964365080335326,0.0003659500904515946,8.01350563032689e-07,2.2259737862019135e-08,6.826319611019201e-07,2.9679650482692183e-08,6830038
0.4980161477576017,0.2452939851261758,0.0007542878687571748,0.19930069136242815,0.0015375868093896255,0.01625775095469747,0.0003228824851303861,0.48979607543857095,0.0002111361342033972,0.07149644353143818,0.0027590066595459197,0.48350711974649724,0.0004974861584538062,0.0877066485627845,0.003497445887186045,0.40659366440545897,0.0007666444364077552,2.390727219351444e-06,1.6117262152931085e-07,3.5457976736448385e-06,1.880347251175293e-07,1855364
0.5012509023124072,0.24892340528279297,0.00030069521135470475,0.20077456254534645,0.0008257227904072516,0.006579799579453198,5.8835501225818034e-05,0.49441215606588235,7.680322914507983e-05,0.04661040007290854,0.0011949419837285528,0.487577461365849,0.0002776190117721234,0.06442654730712598,0.001570766959373112,0.3974010461000774,0.00037001188720009215,7.838861690266175e-07,1.7615419528688035e-08,8.015015885553055e-07,3.523083905737607e-08,5711767
0.49987357957120343,0.25420793437383105,0.002152841072773262,0.19730952263969606,0.003165942754078327,0.07015197796001922,0.003416561439226345,0.4915048637597237,0.0007226319684833328,0.07335777174177127,0.005307271307745849,0.48805996381192934,0.0007536272122295541,0.0545312606903164,0.005738547985014701,0.3916966365833198,0.0017401615417521432,5.579143874319848e-06,6.199048749244276e-07,6.376164427794113e-06,1.0626940712990187e-06,568158
0.4907769391470107,0.2353938945876537,0.00034954410970234684,0.17397407637063075,0.0012446987535232568,0.004248325618487218,8.636416139382768e-05,0.4872832121478469,0.00011484455660156322,0.039152500336063815,0.0013447756977948832,0.4859772014324181,0.00024946716543072057,0.21884968575295272,0.0028423698124683105,0.3877938078810617,0.00036220206312800705,2.5052199488285893e-06,6.592684075864708e-08,5.43237167851252e-06,7.91122089103765e-08,3706690
0.5010289582521192,0.2424862107750333,0.000555929181784886,0.19242577379331666,0.001190934047524162,0.0070337716555947,9.879244420159262e-05,0.4924043883054685,0.00022481279541122713,0.07030892382669712,0.0019769964203425363,0.48899265853232293,0.0002125028604420741,0.09310514992436113,0.0024832685763196524,0.39735791990787883,0.0004777923911756011,1.2101292003574175e-06,4.172859311577302e-08,1.5543900935625451e-06,5.2160741394716275e-08,4822023
0.5038135766937071,0.259963282727579,0.0009933810238412944,0.1793871851684774,0.0023562300776025086,0.06437039323542545,0.0019735169673647046,0.48746914758143833,0.0013022005280951144,0.09805542092176595,0.004006985350905095,0.4927588143947069,0.000639946512200918,0.05151987688911639,0.004070422314532854,0.38667129792438,0.0011063127612885152,6.134563515651503e-06,4.879766432904604e-07,4.81005548386311e-06,6.971094904149434e-07,731449
0.5017366341435038,0.24988237535415397,0.0003429530753759334,0.18235529406563863,0.0009388446861453559,0.00561929117094189,7.275465828331695e-05,0.4936697679099094,0.00013831124931094403,0.08475221102852648,0.002095256759986886,0.49043210821772915,0.00029883588897009226,0.09314925957301089,0.0029486534219356655,0.3904184466356873,0.0003787886145090991,8.591241563242746e-07,3.095942905673062e-08,1.0913198742497542e-06,4.643914358509592e-08,6553255
0.5013869264719856,0.24708585782691583,0.0006529340001006872,0.19243651074948695,0.0013374395605826152,0.010692690201335248,0.00020700704185105427,0.49238186416584,0.0001868695060403169,0.0840161886015602,0.002539036082984324,0.4875097750992236,0.0003547960758518894,0.09486417674855452,0.0030039059774627018,0.3927235886376649,0.0005153843910883627,1.6041765815333143e-06,6.826283325673677e-08,2.542790538813445e-06,1.1945995819928935e-07,2949131
0.5024158662285835,0.24993810777137998,6.428837366542876e-05,0.16620261437325298,0.0002965822753588617,0.00119933873292984,6.82472471837021e-06,0.4953495702483558,6.979347387770785e-05,0.08964921067337804,0.0007388564280063687,0.4924189641406772,0.00010574324451334156,0.08156083218933163,0.000957754141531907,0.39363195359193914,0.00015037054599205925,1.6395334772647186e-07,1.3329540465566817e-09,1.6528630177302852e-07,2.6659080931133634e-09,38041430
0.5013624706700643,0.2517333840253562,0.0004131971528307287,0.19355577361536344,0.0008874381345003344,0.008706731278962704,0.00010748809026685071,0.4923566932183629,0.0002478986949636575,0.07443026038324053,0.001870312367377982,0.49012687875145067,0.0003090405074764331,0.0660601030241198,0.0021185050133633357,0.39392102063198947,0.00042044794469923096,9.112481672577135e-07,2.9395102169603656e-08,8.916514324779776e-07,3.919346955947155e-08,5187582
0.5030427156556818,0.2449803578975001,0.0002656607323591206,0.18988813816397612,0.0010268187693351731,0.015556114698109691,0.00021297814397484234,0.4948944753189135,0.0001607170162976383,0.04340272604901561,0.0015169775716624982,0.48774270858057095,0.00019752458471545404,0.05308381897741295,0.0023930538947674568,0.403866970344315,0.00042427044512138775,1.4891611649955994e-06,5.619476094323017e-08,1.109846528628796e-06,7.024345117903771e-08,3590347
0.5027397998277329,0.24380526301004435,0.0005203995789361464,0.1846570569807162,0.0018987102848085596,0.04829075325942611,0.0013821901489528745,0.4944250448939959,0.0004694126127357998,0.04655054593476211,0.0033773323046186114,0.48900546291059166,0.0007681297299313087,0.05809798536683191,0.004516225951811136,0.4027621179950141,0.0009704149762696404,4.932434773729183e-06,3.879443080461155e-07,4.433649234812749e-06,4.433649234812749e-07,917092
0.4957498292490244,0.23446631910626056,0.0003890618502154979,0.21552422123174808,0.0025670060220403983,0.09946987897530167,0.005369855722355758,0.4878635054356872,0.000260711549113478,0.033697569364953446,0.003817619268403205,0.4689462754320132,0.00024466776147572547,0.08772983737137628,0.006422328191392322,0.41960360655210543,0.0007307945268996259,9.14495895351892e-06,8.021893818876245e-07,1.2353716481069419e-05,1.3637219492089616e-06,632323
