Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Estimate Occupied housing units,Margin of Error Occupied housing units,Estimate Owner-occupied housing units,Margin of Error Owner-occupied housing units,Estimate Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Number Women 15 to 50 years,Margin of Error Number Women 15 to 50 years,"Estimate Women with births (Rate per 1,000 women)","Margin of Error Women with births (Rate per 1,000 women)","Estimate Percent of women who had a birth in the past 12 months who were unmarried (Rate per 1,000 women)","Margin of Error Percent of women who had a birth in the past 12 months who were unmarried (Rate per 1,000 women)",Estimate Male Mean usual hrs worked,Margin of Error Male Mean usual hrs worked,Estimate Female Mean usual hrs worked,Margin of Error Female Mean usual hrs worked,Population
0.48868824043882525,0.24505808834064635,0.00030446562446594257,0.18803842184683614,0.0008057223038543338,0.008492631490363136,9.853683267059898e-05,0.47994465089661276,0.0002502044240660716,0.07076979380764002,0.0018494025802956017,0.4775240926600247,0.00024087828024734378,0.06545652952820682,0.0019223160683329282,0.38486489727510137,0.00033498754969087,7.347870887482525e-07,2.8261041874932787e-08,8.760922981229165e-07,3.768138916657705e-08,0.18803842184683614,0.0008057223038543338,0.12040692253593448,0.00104839045008709,0.000120674648805963,1.0362382020808688e-06,8.798604370395741e-05,1.0362382020808688e-06,0.006593772086786401,0.0003215164530638187,5.1811910104043446e-06,2.826104187493279e-07,2.157259529786536e-06,2.449290295827508e-07,3.8717627368657925e-06,1.8840694583288525e-08,3.38190467770029e-06,1.8840694583288525e-08,5268367
0.48981995784352295,0.23872063094579538,0.0002628946613696305,0.1852420996074835,0.0008803628696513885,0.01555607875592741,0.0002959099743179702,0.4822171588353202,0.0001567545230481087,0.04392564603554887,0.001532483513837602,0.4753356489161995,0.00019249837425664175,0.050804018135670315,0.0019468120486479644,0.39475536560086505,0.0003484343358266924,1.3233410561937808e-06,5.457076520386726e-08,1.0777726127763784e-06,6.821345650483407e-08,0.1852420996074835,0.0008803628696513885,0.12393730197745904,0.001058127137302986,0.00022756009090012645,2.4556844341740264e-06,0.00013901902435685184,1.7735498691256857e-06,0.005298684874382501,0.0004241512725470582,6.1392110854350665e-06,5.457076520386726e-07,4.338375833707447e-06,5.729930346406062e-07,5.5662180507944595e-06,2.728538260193363e-08,4.774941955338385e-06,2.728538260193363e-08,3596080
0.4900456844190567,0.2376194596071002,0.000470760019685254,0.1818426796583989,0.0016682324420628412,0.046024406374041205,0.0010574734153883287,0.4824702419683441,0.00045366090432778734,0.042691147574045046,0.0031654737305510158,0.4759634942274731,0.0006524381203583373,0.05733921161448984,0.004209054114711403,0.39246797958960844,0.000778544096119654,4.702256723303332e-06,4.2747788393666657e-07,4.3816483103508315e-06,4.809126194287498e-07,0.1818426796583989,0.0016682324420628412,0.12880442990366683,0.001928459603909287,0.0006492320362288123,1.6030420647624996e-05,0.0005129734607239999,1.015259974349583e-05,0.006925676067128918,0.001185182433214408,3.0992146585408326e-05,5.343473549208331e-06,1.886246162870541e-05,3.793866219937915e-06,2.1320459461341243e-05,2.671736774604166e-07,1.9129635306165825e-05,2.1373894196833328e-07,925749
0.48460976853329146,0.2291799709058841,0.00024371390316908713,0.20436866932979597,0.002404950402970426,0.09913101331198715,0.005114926382863169,0.4762230979597716,0.0005571698352324727,0.028244755306268986,0.002600381363058845,0.4584204870895995,0.00048282943080668204,0.08333176138170183,0.005936502811156443,0.4089848845423706,0.0006675308479882859,7.893877995728295e-06,7.663959219153684e-07,1.0652903314623621e-05,9.96314698489979e-07,0.20436866932979597,0.002404950402970426,0.08482546703351489,0.0027199391268776423,0.001475312149687084,4.1385379783429895e-05,0.0009464989635654799,2.2225481735545682e-05,0.005849133676058092,0.0008070149057768829,3.065583687661474e-05,3.831979609576842e-06,3.241854749702008e-05,6.514365336280631e-06,3.134559320633856e-05,3.831979609576842e-07,2.9659522178124757e-05,3.831979609576842e-07,646449
0.4857400411129432,0.2373938693466661,0.0001602490169576619,0.18099219988502807,0.000631189521994544,0.0018932165361331054,1.463438378618535e-05,0.4780331521753174,9.115058629711666e-05,0.09594925605958333,0.0009088153491135689,0.4755540825329397,0.00014081194021071814,0.08143408466777996,0.0012329091165021306,0.39689763911076276,0.00018763191033078193,2.8916737721843905e-07,5.0289978646685055e-09,3.168268654741158e-07,7.543496797002757e-09,0.18099219988502807,0.000631189521994544,0.11879569161890048,0.0005367197971067462,2.4943829408755785e-05,2.011599145867402e-07,2.398831981446877e-05,1.2572494661671263e-07,0.00565349881950304,0.00020156223441591367,1.2572494661671263e-06,5.028997864668505e-08,1.0535750526480517e-06,5.7833475443687804e-08,1.005799572933701e-06,2.5144989323342528e-09,9.127631124373336e-07,2.5144989323342528e-09,19552860
0.4926614180091576,0.24092136093673683,0.0003253470608333001,0.17545737047694285,0.0007792735050427892,0.003747128032342008,3.37216691048406e-05,0.482702152630262,0.00017913705517107518,0.08901323747911459,0.0014723804476453745,0.47938387086113105,0.00016170508778403682,0.09180503410217719,0.0018649721917893584,0.3820393449004061,0.0003170532188001508,5.463009722433676e-07,9.932744949879411e-09,7.449558712409559e-07,1.9865489899758822e-08,0.17545737047694285,0.0007792735050427892,0.11167891717141866,0.0009640225611105463,5.1600610014623545e-05,4.469735227445735e-07,4.156853761524534e-05,2.483186237469853e-07,0.007799092007195815,0.0003071701375750208,3.0791509344626174e-06,9.932744949879412e-08,1.9170197753267263e-06,1.2912568434843236e-07,2.046145459675159e-06,4.966372474939706e-09,1.8077595808780528e-06,4.966372474939706e-09,9992167
0.4972411295887064,0.2504203373114254,0.00040106052915408916,0.15990565432563233,0.0015292441547976935,0.032979818010029846,0.0006006979608523402,0.4791684064561662,0.0008667621587328356,0.03297696094481771,0.002112799724377196,0.48456611690820084,0.0003907036677600833,0.05615668814405738,0.0034502633768100227,0.4010055306487555,0.0005992694282462703,2.535645375773849e-06,1.4285326060697744e-07,3.0713451030500147e-06,2.499932060622105e-07,0.15990565432563233,0.0015292441547976935,0.0909868130120991,0.001466745853282141,0.0005878411673977122,1.8213790727389622e-05,0.0004924866159425548,1.0356861394005863e-05,0.007463368600411536,0.000750336751338149,2.3213654848633835e-05,2.4999320606221053e-06,1.2356807042503548e-05,1.785665757587218e-06,1.4535319266759955e-05,1.0713994545523307e-07,1.2999646715234947e-05,1.0713994545523307e-07,1404054
0.490825846391306,0.24567375732135602,0.0009024614679394558,0.1793560656865386,0.0016354422716544261,0.020721856385007904,0.0004998295451266584,0.48465994912262356,0.00021131255230893186,0.07835574019335405,0.0028193462219267386,0.48153147755124925,0.0005016750696009722,0.0764336264533562,0.004248704927282789,0.37428159101321334,0.0006391666429373514,2.460699299085087e-06,1.8455244743138152e-07,3.5987727249119397e-06,2.768286711470723e-07,0.1793560656865386,0.0016354422716544261,0.12262618128319384,0.001839065138653717,0.00028082730750808555,5.844160835327082e-06,0.0002159263634947164,4.306223773398903e-06,0.007550040624417819,0.0008544778316072966,2.0300769217451968e-05,2.460699299085087e-06,8.64320628803637e-06,1.568695803166743e-06,1.2641842649049636e-05,9.227622371569076e-08,1.0427213279873057e-05,1.2303496495425437e-07,1612136
0.49010870470529533,0.24044934410252986,0.00016276996621191915,0.18158192614693625,0.0005001864724098732,0.003381245327114109,2.6113235926421078e-05,0.4833754486942034,4.301451398958574e-05,0.06176065791160463,0.0008335679887999545,0.47862881610842345,0.00015919176770305094,0.0704433849890228,0.0012233632306170854,0.3870947677892998,0.00020072170997087222,3.8827260415378274e-07,7.613188316740839e-09,4.1491876326237573e-07,7.613188316740839e-09,0.18158192614693625,0.0005001864724098732,0.12093945526935293,0.0006336075976607563,4.62501190242006e-05,3.045275326696336e-07,3.304123729465524e-05,1.9032970791852097e-07,0.006015027825290602,0.00021370219605091535,1.9032970791852098e-06,7.61318831674084e-08,1.3665673028549806e-06,6.851869485066755e-08,1.549283822456761e-06,3.8065941583704196e-09,1.3551475203798695e-06,3.8065941583704196e-09,12882135
0.4898043764052646,0.2410419447025829,0.0002755711267649111,0.1858177306562644,0.0008116536205123115,0.005399935358401488,4.7427004687925156e-05,0.4822975731608845,7.387523952969069e-05,0.06892020394038383,0.0014805017577146937,0.4752008299428188,0.00023810903775391175,0.07419928659963583,0.0015874185597520858,0.38411925293037613,0.0003874329245517551,6.593327665935883e-07,2.24772534065996e-08,8.46643211648585e-07,2.24772534065996e-08,0.1858177306562644,0.0008116536205123115,0.12892802705669487,0.0010669952192112829,6.248676447034689e-05,4.49545068131992e-07,5.3570787285729045e-05,4.49545068131992e-07,0.006700918785575473,0.0003547659829341637,4.270678147253924e-06,2.24772534065996e-07,3.0494140454953457e-06,1.798180272527968e-07,3.0643988810997452e-06,7.492417802199866e-09,2.6373310663743534e-06,1.4984835604399733e-08,6570902
0.48787175321077436,0.24187500501622664,0.0005576700111127502,0.1947318929413426,0.0009731452783561139,0.012293656064555833,0.00013759245863254253,0.48067917488304185,7.934974546282729e-05,0.04035331305512082,0.0015677922708545416,0.472007993398355,0.00033676031974423903,0.05990651863257979,0.0021273666758583995,0.3856854684027272,0.0005392608701653743,8.411073019059693e-07,3.173989818513092e-08,1.3965555201457605e-06,7.934974546282729e-08,0.1947318929413426,0.0009731452783561139,0.14006563149912793,0.0012430931124206525,0.0001296574840862598,1.5869949092565458e-06,0.00010490036350185769,1.2695959274052367e-06,0.0064247901906342,0.00039151164411358987,9.045870982762312e-06,4.7609847277696373e-07,5.522742284212779e-06,4.919684218695292e-07,6.601898822507231e-06,3.173989818513092e-08,5.602092029675606e-06,3.173989818513092e-08,3090416
0.49085028238260847,0.24400739440864844,0.0004952886606794596,0.1894599887727052,0.0009448243509870872,0.01354696127946346,0.0002092050318117223,0.4805619871230481,0.00035581863947164473,0.06047624222040912,0.0016976222947258537,0.47661447526669176,0.00034051095421712847,0.06662823083880749,0.0021371229469221873,0.38141496015650483,0.0005071946380996389,1.105555046159508e-06,5.1025617515054216e-08,1.5817941429666808e-06,8.50426958584237e-08,0.1894599887727052,0.0009448243509870872,0.12572559078856813,0.001307276320735689,0.00015171616941142787,2.0410247006021687e-06,0.00012093071351067849,1.5307685254516264e-06,0.007644658016105423,0.0005578800848312594,1.1395721245028775e-05,8.50426958584237e-07,5.357689839080692e-06,6.803415668673896e-07,7.1095693737642205e-06,3.401707834336948e-08,6.072048484291452e-06,3.401707834336948e-08,2893957
0.48815182732877116,0.24014560506984722,0.00039460773021989437,0.19022789435647575,0.0009036639605628702,0.007499107028999535,8.59199548148937e-05,0.47837890608700495,0.00019345919787114844,0.06635784214536523,0.00159124647834224,0.47329558735953237,0.0003475802063134286,0.09173676918775103,0.00255609079583556,0.38680439300069425,0.0003362133640421975,1.0363885600240095e-06,3.343188903303256e-08,1.6493065256296067e-06,5.571981505505428e-08,0.19022789435647575,0.0009036639605628702,0.12752137169166822,0.0012221584234175604,8.157380924059946e-05,1.1143963011010854e-06,7.087560475002904e-05,7.800774107707599e-07,0.006489241100941731,0.00040642033101156587,6.240619286166079e-06,4.4575852044043423e-07,3.889243090842789e-06,3.7889474237436905e-07,4.55788087150344e-06,2.2287926022021712e-08,4.022970646974919e-06,2.2287926022021712e-08,4395295
0.49048749355355187,0.23969515119162052,0.000455539393777274,0.18326805990556636,0.0009811043799063657,0.007666363480489416,0.0001089286992139387,0.47950839729393485,0.00015817043995448635,0.08096397357904757,0.0017518122311940278,0.47655154800470484,0.00030163230799945843,0.09507077304652471,0.00247434418028531,0.3841241611315704,0.0003744290805661122,9.379379188675741e-07,3.197515632503093e-08,1.6520497434599314e-06,6.395031265006186e-08,0.18326805990556636,0.0009811043799063657,0.12045403772744169,0.0011074062473902379,7.343627569315437e-05,1.2790062530012372e-06,7.961813924932702e-05,9.592546897509279e-07,0.006179838462938728,0.0005016902027397353,5.542360429672028e-06,4.263354176670791e-07,5.350509491721843e-06,3.623851050170172e-07,4.593764125362778e-06,2.1316770883353956e-08,3.858335529887066e-06,2.1316770883353956e-08,4625470
0.48126655530524515,0.2356069591668452,0.0006864932898021842,0.20078589050990117,0.0016115936882434188,0.026614649662552402,0.0005094388495525703,0.4763825321058034,0.0001546058200134666,0.0487746965063093,0.0024932451442921098,0.4683278223352657,0.00046164501292077264,0.06871667484092686,0.003499812309719363,0.39692238210928027,0.0006209578016934314,2.7517663515277427e-06,1.4482980797514435e-07,3.548330295391037e-06,2.534521639565026e-07,0.20078589050990117,0.0016115936882434188,0.14338657893867204,0.0018824254291569388,0.0003378155271020242,7.603564918695078e-06,0.0002693834428337685,4.706968759192192e-06,0.0050129217285396835,0.0006292855156520022,1.66554279171416e-05,2.1724471196271653e-06,1.350537959368221e-05,2.0276173116520206e-06,1.4700225509477152e-05,1.0862235598135826e-07,1.2636400745831345e-05,1.0862235598135826e-07,1328302
0.4913992319570313,0.2379343052359337,0.0002201231213666562,0.1801833843193844,0.0006402442987549898,0.009021540703234195,8.008272890387833e-05,0.4833519615333816,0.00018947623762554739,0.04989964023715132,0.0013212397671711815,0.4796984688615635,0.00023214805667651906,0.04933588788800629,0.0016399840593777546,0.3922372730541514,0.00026596818723550835,6.93103910221262e-07,1.6701299041476194e-08,6.09597415013881e-07,3.340259808295239e-08,0.1801833843193844,0.0006402442987549898,0.11974305321818622,0.0008426640431376813,0.00013269182088452834,1.2525974281107143e-06,9.770259939263571e-05,8.350649520738096e-07,0.00648110610603525,0.0003684306568549648,4.425844245991191e-06,2.505194856221429e-07,3.0980909721938336e-06,2.3381818658066665e-07,3.423766303502619e-06,8.350649520738097e-09,3.0730390236316188e-06,8.350649520738097e-09,5928814
0.4899611186620935,0.23736376787737845,0.0001713278616549243,0.18595368772427331,0.0006699774555593598,0.007894646320526048,8.632742082526522e-05,0.4841155506181159,6.61278364477053e-05,0.018746909887925548,0.0008133650161956885,0.4729033805874637,0.00019174860936508527,0.05622303659716857,0.0013471058588728194,0.3992855529967813,0.0002633318080169491,6.266294423695597e-07,1.4744222173401404e-08,6.266294423695597e-07,2.2116333260102104e-08,0.18595368772427331,0.0006699774555593598,0.1157461987222987,0.0008059191839981208,0.00011950192071541838,1.1058166630051053e-06,7.637507085821928e-05,6.634899978030632e-07,0.005320157686828428,0.00029989747900698455,3.170007767281302e-06,1.4744222173401404e-07,2.2116333260102107e-06,1.9167488825421824e-07,2.9783328790270833e-06,7.372111086700702e-09,2.5581225470851436e-06,7.372111086700702e-09,6692824
0.48625726644451706,0.23868832096469791,0.00019118960934372451,0.1878965823409983,0.0005308143837389202,0.0037071399573958565,2.6026583464444227e-05,0.4808054598023714,3.881847703865122e-05,0.054824137075015045,0.0007395190473611743,0.47545303633337915,0.0001904024158930041,0.0829100678061346,0.0014978323383582988,0.38856621481297693,0.00024122559305514188,5.55955374571304e-07,9.83991813400538e-09,6.199148424423389e-07,1.4759877201008069e-08,0.1878965823409983,0.0005308143837389202,0.13352591789318888,0.0007673660156804096,4.437803078436426e-05,3.443971346901883e-07,3.6801293821180116e-05,2.459979533501345e-07,0.005613870093812749,0.00021888897889094967,2.410779942831318e-06,9.839918134005379e-08,1.967983626801076e-06,9.839918134005379e-08,1.9876634630690867e-06,4.91995906700269e-09,1.6924659190489253e-06,4.91995906700269e-09,9895622
0.4874851122924923,0.24203622109210474,0.0002738691097865126,0.19139508581398307,0.0005685819969558505,0.008283951507768145,8.237823322168762e-05,0.4821059677258185,6.805946441087723e-05,0.038485044308457984,0.0010295919775925116,0.4764563978038823,0.0001622189631098139,0.054227443114515335,0.0015969958480006373,0.3845008113752627,0.000322081673124178,5.709382500513003e-07,1.8125023811152393e-08,6.887509048237909e-07,2.7187535716728587e-08,0.19139508581398307,0.0005685819969558505,0.1367360858825242,0.0008429948574566977,0.000102406384533011,9.062511905576196e-07,7.367822179233447e-05,8.156260715018576e-07,0.006515311684275894,0.0003057691516941408,5.075006667122669e-06,2.7187535716728585e-07,2.31094053592193e-06,2.175002857338287e-07,3.670317321758359e-06,9.062511905576196e-09,3.180941678857245e-06,9.062511905576196e-09,5420380
0.491244903557448,0.23732934101645942,0.0006280191039828866,0.17947275191156223,0.0012879658039229743,0.01013882204401722,0.00019930061187716866,0.4802971942241027,0.00021263120606548465,0.08187782610653194,0.0017387373777723262,0.47576890658099763,0.00032470694238947463,0.11491498831086439,0.003733882974623619,0.3818812025622143,0.0005040939506026157,1.859700176888527e-06,8.228761844639499e-08,3.1598445483415673e-06,1.3166018951423198e-07,0.17947275191156223,0.0012879658039229743,0.12237995648108445,0.0015583629181378283,0.00010285952305799374,1.97490284271348e-06,0.00010960710777059812,1.8103276058206897e-06,0.006680767166425916,0.0005505041674063824,9.216213265996239e-06,8.228761844639499e-07,8.19584679726094e-06,7.735036133961129e-07,6.829872331050784e-06,4.937257106783699e-08,5.990538622897555e-06,3.2915047378557995e-08,2991207
0.48842386291084877,0.23955616080249856,0.00036124945539660997,0.19134176783948842,0.000914884116945164,0.005949261069330206,6.634531982811561e-05,0.47924103801400353,0.00011525268884566294,0.0649973256770847,0.0015340530308422724,0.4735018434218797,0.0003140453280861414,0.07687232685883784,0.0016979697684616141,0.3873876459536845,0.0003878524687262211,6.975180324227313e-07,2.4332024386839467e-08,9.489489510867392e-07,3.2442699182452625e-08,0.19134176783948842,0.000914884116945164,0.12909647522730322,0.001022674984978863,6.983290999022927e-05,7.29960731605184e-07,5.726136405702888e-05,5.677472356929209e-07,0.006533797401850046,0.0003498134039347954,4.623084633499499e-06,2.4332024386839466e-07,3.3010446418145546e-06,2.676522682552341e-07,3.2929339670189413e-06,1.6221349591226313e-08,2.911732251625123e-06,8.110674795613156e-09,6044171
0.4829694602876796,0.2419111731961134,0.0008850795518737231,0.19649438750496015,0.0019109453733994553,0.03523452685089481,0.0009643619221555713,0.47560917333024116,0.00040602183568582843,0.08572682573772784,0.002856087327001851,0.4711746460858098,0.0005895725353686526,0.07313149984561823,0.0038459157074903797,0.3891322883197256,0.0008586520951131071,3.459594339571556e-06,2.882995282976297e-07,4.901091981059704e-06,3.8439937106350626e-07,0.19649438750496015,0.0019109453733994553,0.13175096243516143,0.002227113856099189,0.00038632136791882373,1.0570982704246421e-05,0.0003272199646178097,6.246489779781976e-06,0.005457990569887959,0.0007140218317504628,2.4505459905298523e-05,3.3634944968056795e-06,1.8307020046899483e-05,3.0271450471251117e-06,1.9988767295302323e-05,1.9219968553175313e-07,1.6673322719879585e-05,1.9219968553175313e-07,1015165
0.489418891629506,0.2434793869359375,0.00047556473860928814,0.19348864409407404,0.0012309820494118401,0.020469593513318035,0.000274049785587937,0.4818507390810222,0.00023844177687343122,0.05423152479824731,0.0021934533368135555,0.475011891303617,0.0004312525499867921,0.06171342683673376,0.002840200280279986,0.3805032246777959,0.0005694643764045774,1.3979440458287449e-06,7.912890825445726e-08,2.4002435503852036e-06,1.5825781650891453e-07,0.19348864409407404,0.0012309820494118401,0.1283581672358853,0.0016704112532515928,0.00024213445925863923,3.956445412722863e-06,0.00018252401504028143,2.373867247633718e-06,0.0069032059561188516,0.0005895103664957066,1.608954467840631e-05,1.3188151375742876e-06,7.70188040343384e-06,1.1341810183138874e-06,1.1183552366629959e-05,7.912890825445726e-08,9.495468990534872e-06,5.275260550297151e-08,1868516
0.4880170996284128,0.24620167461861173,0.0003231712721416774,0.17805463513638378,0.0013997013007427987,0.013166885596283547,0.0002644450201706665,0.48183209322353815,0.00027576574344218664,0.10673761625182905,0.002940557869777364,0.48087690719750364,0.0005999983333905691,0.07903987479134489,0.0033990471622739314,0.38338425347358085,0.0004436308432026967,2.175701503745283e-06,7.075452044700108e-08,2.2287673940805336e-06,1.2382041078225185e-07,0.17805463513638378,0.0013997013007427987,0.09769854937842354,0.001395986688419331,0.00020501122299518558,2.830180817880043e-06,0.0001669806682549225,2.122635613410032e-06,0.006561774226254879,0.0005405645362150882,9.90563286258015e-06,8.844315055875134e-07,6.650924922018101e-06,7.782997249170118e-07,7.093140674811857e-06,5.30658903352508e-08,6.4563499907888475e-06,3.537726022350054e-08,2790136
0.4856988187013444,0.23841025546578237,0.0006604854922758792,0.1909145083539104,0.0017100543090661682,0.03462915138901219,0.0006777699121739673,0.480295782591925,0.00020152898093941078,0.05105964739341181,0.0029394546435195447,0.47073455635936345,0.0004946286119772035,0.047243835885697714,0.003995643025377187,0.39709741128928516,0.0007391847658544081,2.390398496544106e-06,1.838768074264697e-07,2.4639492195146942e-06,2.9420289188235155e-07,0.1909145083539104,0.0017100543090661682,0.13528294802064686,0.00201308328770499,0.0005391267993744091,8.090579526764666e-06,0.0003556177455627924,5.148550607941151e-06,0.004715336849644389,0.0006965253465314672,1.5077898208970515e-05,2.2065216891176365e-06,1.1363586698955827e-05,2.1329709661470484e-06,1.5041122847485221e-05,1.1032608445588182e-07,1.3092028688764644e-05,1.4710144594117578e-07,1323459
0.4905828152087608,0.23915626539123483,0.00013547685021315665,0.1770274562847203,0.000492155077183661,0.006065134772165315,5.849633606017426e-05,0.48460323893758794,6.342176076155128e-05,0.06158490939904111,0.0015012030387590227,0.48101326843249104,0.00016110012703043263,0.05174147580426443,0.0012349533956317773,0.3916917983100303,0.0002458838421148101,5.589526908304258e-07,1.1068370115453976e-08,4.5380317473361293e-07,1.6602555173180962e-08,0.1770274562847203,0.000492155077183661,0.11519301048142629,0.0007304017439188078,0.00010426404648757645,7.194440575045084e-07,6.353244446270582e-05,3.8739295404088914e-07,0.00614023366339867,0.00029995283012880275,2.8777762300180335e-06,1.6602555173180965e-07,1.7488024782417281e-06,1.2728625632772072e-07,2.274550058725792e-06,5.534185057726988e-09,1.9701698805508075e-06,5.534185057726988e-09,8899339
0.48846190282811197,0.24238253563974765,0.0006096586746736696,0.1791726651904182,0.0013968514543810087,0.01571129986776198,0.0003065859412784608,0.4805611667263959,0.00033422317662671014,0.08852955966392688,0.0023287883988783314,0.4789153459400218,0.0004075321144572359,0.09983248627978421,0.0032422224485238603,0.3811950002396487,0.0006281615695254636,2.41240274649973e-06,1.4052831533008133e-07,3.934792829242278e-06,1.8737108710677514e-07,0.1791726651904182,0.0013968514543810087,0.12134760557067854,0.0018172653310768352,0.00017800253275143638,4.4500633187859095e-06,0.0001763630357392521,2.810566306601627e-06,0.006380922371421227,0.0005138652063903308,1.3350189956357728e-05,1.1710692944173445e-06,1.060988780742114e-05,1.2647548379707323e-06,9.509082670668839e-06,7.026415766504067e-08,8.43169891980488e-06,7.026415766504067e-08,2085287
0.4902631370576778,0.23763471342807277,0.00011152899218772717,0.18134538975417033,0.0004102172612475365,0.002364028842268475,1.821239382760055e-05,0.4839117713846475,5.0804311805191086e-05,0.05268088980963638,0.0007453303179625469,0.47758217540932857,0.0001041137671905198,0.07578099412213606,0.0009169577046377758,0.39637957460249446,0.0001619575324558976,2.3047320937266172e-07,2.5051435801376277e-09,3.056275167767905e-07,5.010287160275255e-09,0.18134538975417033,0.0004102172612475365,0.0972970961489147,0.00041437579959056496,3.434551848368687e-05,2.004114864110102e-07,2.7030499229685e-05,1.5030861480825763e-07,0.005920756543040474,0.00017796539993297704,1.202468918466061e-06,2.5051435801376273e-08,8.818105402084449e-07,3.507201012192678e-08,1.0220985806961519e-06,2.5051435801376277e-09,8.968414016892706e-07,2.5051435801376277e-09,19651127
0.4888021420517969,0.23813623529979352,0.00027387150446587285,0.1870248154101616,0.0007191131908074447,0.0036375188180998034,3.473516701955525e-05,0.4788004188660102,0.0001734753435132478,0.07930645117607663,0.001313570738934321,0.47611703949868134,0.00015818786019295293,0.08586713729660134,0.0015547621151220552,0.38699421960671465,0.00030715310749759677,5.413272782268351e-07,1.5036868839634308e-08,6.716468081703324e-07,1.5036868839634308e-08,0.1870248154101616,0.0007191131908074447,0.12238136639146985,0.0007942474121094841,4.526097520729926e-05,4.009831690569149e-07,3.7892909475878454e-05,2.506144806605718e-07,0.006780124159791109,0.0003432917156088512,2.8570050795305186e-06,1.5036868839634307e-07,1.8495348672750197e-06,1.102703714906516e-07,2.0650633206431117e-06,5.012289613211436e-09,1.81444883998254e-06,5.012289613211436e-09,9848060
0.48509777393309866,0.24794118885823707,0.0009935924663480168,0.20173047210687886,0.00187763321623896,0.06145088591418402,0.001735493330962377,0.4747999125861337,0.000635815974627447,0.04751216340825646,0.0033135927401794643,0.46791895540815903,0.0004950628199389282,0.052489832854112996,0.0029606698055171196,0.38901329158201065,0.0010698626486915492,2.2881054703059702e-06,3.4668264701605614e-07,4.853557058224786e-06,4.853557058224786e-07,0.20173047210687886,0.00187763321623896,0.1311798600738174,0.0024794742914588334,0.0004909026281747355,1.594740176273858e-05,0.0004465272493566803,9.707114116449572e-06,0.007949433096078167,0.0010823432239841272,4.9922301170312085e-05,6.933652940321123e-06,2.191034329141475e-05,4.298864822999096e-06,3.0854755584428995e-05,2.7734611761284494e-07,2.4822477526349616e-05,2.0800958820963368e-07,723393
0.48751861754109194,0.23829136446754648,0.00018492744434662713,0.19234616414641265,0.000490127407875532,0.003192753956368589,2.8758983694919634e-05,0.4802355844000609,5.7095662196081275e-05,0.05507902820432871,0.0009251017574462694,0.474142396142443,0.0001895305709585893,0.07705498810762676,0.0012243472177431865,0.3883646520272254,0.0002243285189242483,3.842977263197778e-07,8.446103875159952e-09,5.067662325095971e-07,1.2669155812739927e-08,0.19234616414641265,0.000490127407875532,0.12751007005394102,0.000587342063478623,3.9063230422614774e-05,2.5338311625479856e-07,2.956136356305983e-05,1.6892207750319903e-07,0.00639061780558165,0.0002622515253237165,2.3649090850447863e-06,8.446103875159952e-08,1.7947970734714897e-06,9.713019456433943e-08,1.7145590866574702e-06,4.223051937579976e-09,1.4780681781529916e-06,4.223051937579976e-09,11570808
0.4900776892726341,0.24277744368836507,0.0003433917362878854,0.18584866927062713,0.0006806170665369311,0.00911137878955555,0.0001473514109697735,0.4795739873862256,0.00021736581286909917,0.08800951632216962,0.0014859753885678902,0.47528255418357057,0.0002530795811773791,0.08188845906107389,0.001803802233153086,0.3822402227993679,0.00035366907968595155,8.735741888356232e-07,2.5693358495165388e-08,1.6829149814333328e-06,5.1386716990330776e-08,0.18584866927062713,0.0006806170665369311,0.12337552502321744,0.000917509831862356,9.532236001706358e-05,1.1562011322824424e-06,8.812821963841728e-05,7.708007548549617e-07,0.0068940419514227766,0.00035906468496993627,7.708007548549616e-06,3.8540037742748084e-07,4.522031095149109e-06,3.8540037742748084e-07,5.446992000975062e-06,2.5693358495165388e-08,4.727577963110431e-06,2.5693358495165388e-08,3850568
