Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Estimate Occupied housing units,Margin of Error Occupied housing units,Estimate Owner-occupied housing units,Margin of Error Owner-occupied housing units,Estimate Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Population
0.49169907763755444,0.23791281456749513,0.00028893571807995345,0.1807920926871465,0.000741714984529951,0.008851970628847138,0.00010350697194746568,0.4833722901668644,0.00024236607881294919,0.05446106859542266,0.001402697930184621,0.47961808039697673,0.00029998326024183403,0.047346366462078016,0.0017888520192891235,0.39062910850990606,0.000330491472827335,7.478336232657619e-07,2.5494328065878244e-08,5.608752174493213e-07,3.3992437421170994e-08,0.1807920926871465,0.000741714984529951,0.12120572935845322,0.0010255518369967289,0.00014208838842049476,1.2747164032939123e-06,9.611361680836099e-05,8.498109355292749e-07,5828289
0.48990929796348,0.23685132364812947,0.00017871246725056618,0.18830698076722607,0.0007835854333294056,0.0075244523418641395,8.300566518201465e-05,0.4839930336891612,0.00011423551940891125,0.02134665134006272,0.001017062214331922,0.4732003546886814,0.00019649405889171786,0.05417729709008249,0.0016041535887696098,0.3970134069130589,0.000323430715187166,7.620682131922137e-07,1.4942513984161054e-08,6.126430733506031e-07,2.988502796832211e-08,0.18830698076722607,0.0007835854333294056,0.1171778498375324,0.0007987520850233291,0.0001232757403693287,8.965508390496632e-07,7.538498305009251e-05,8.218382691288579e-07,6587536
0.4867811785211632,0.23895392807649685,0.00018564322570392504,0.18759580607175494,0.0006055211877420035,0.003493217087223605,2.266946743398076e-05,0.4811684647917643,5.958127419061465e-05,0.05950163536589006,0.0010048980661876124,0.47588381768129584,0.00019387322801147893,0.07975005295937261,0.0014912567055483865,0.38604028290984516,0.00021811970187564966,7.441499092458902e-07,9.856290188687287e-09,5.963055564155809e-07,1.4784435283030929e-08,0.18759580607175494,0.0006055211877420035,0.13648369707012267,0.0007212340345571922,4.775372596418991e-05,3.44970156604055e-07,3.5975459188708596e-05,2.4640725471718215e-07,9876187
0.48729422186833055,0.24182156433814675,0.00028417782396930727,0.1919184886559111,0.0007504056326835631,0.007794565526282458,8.570296660876105e-05,0.48192705064469066,6.239616412629284e-05,0.043701080486211914,0.0012294797104826438,0.47615613953552766,0.00020930242701775584,0.05501102754755673,0.0013784046728017223,0.3831181367974613,0.00029179382635531067,7.616002386003392e-07,1.8351812978321427e-08,6.881929866870534e-07,2.7527719467482135e-08,0.1919184886559111,0.0007504056326835631,0.14014618906276852,0.0009586987099875112,0.0001082756965720964,8.258315840244641e-07,7.010392557718784e-05,7.340725191328569e-07,5344861
0.491643673405418,0.23862224104547727,0.0006869685231534179,0.17877718506919715,0.0013777443417363608,0.009697678062751767,0.0001488155909192585,0.48053150232330577,0.00024283923457013592,0.08741798608065161,0.0025623098240703025,0.4760102562334529,0.0004163194784893605,0.10658490448038366,0.0037165824775519368,0.3811177215517243,0.0006192648783414304,2.036075381876395e-06,6.621383355695594e-08,2.9465155932845393e-06,1.3242766711391189e-07,0.17877718506919715,0.0013777443417363608,0.12470945160534531,0.0015189453417965692,0.00010759747953005341,2.317484174493458e-06,0.00011123924037568599,1.9864150067086783e-06,2978512
0.48864535539385273,0.23896599933956714,0.00033770319268089,0.191557572491577,0.0008383905517135609,0.005807614799613009,6.763842903598907e-05,0.4791623661509239,0.00017357813716464664,0.06306623421732256,0.0013371221007500104,0.47410887908902055,0.00021350925792083296,0.07241142034760097,0.0017733492219905518,0.38682833175306347,0.0004082753367112111,8.149208317589045e-07,2.444762495276713e-08,8.638160816644387e-07,3.259683327035618e-08,0.191557572491577,0.0008383905517135609,0.13212890039097666,0.0010742286404245877,7.138706486208002e-05,6.519366654071235e-07,5.557760072595728e-05,4.889524990553427e-07,6010688
0.4834428677107175,0.24356856110473535,0.0009894279085408742,0.1964936498427571,0.002036913963588831,0.032752112883756124,0.00085330838857889,0.4759606850650652,0.0005805814650708285,0.08244305592364175,0.0035337407995865637,0.4705681078100838,0.0011806782735053823,0.0687764609660249,0.004703197750657804,0.38777182417155864,0.0008967300275631788,3.659126880698499e-06,2.439417920465666e-07,4.878835840931332e-06,4.878835840931332e-07,0.1964936498427571,0.002036913963588831,0.13691623385480825,0.0021735213671349083,0.00038737956576994774,1.219708960232833e-05,0.0003132212609877915,8.781904513676398e-06,998199
0.4898705116240382,0.24261373350600085,0.0006029615257892866,0.19250449948794365,0.001254898621582763,0.019861868458256507,0.00034871676347245474,0.48227528388240487,0.0002553152665792186,0.05557335539934431,0.0018682975639303196,0.4753483184265664,0.0005494363126699536,0.06153338788018205,0.003164142973549372,0.3799877987331627,0.0007340982979316525,1.76633203293799e-06,1.0705042623866607e-07,2.3551093772506537e-06,2.1410085247733214e-07,0.19250449948794365,0.001254898621582763,0.12970470506535817,0.0016127146712855043,0.000238990076577822,4.014390983949978e-06,0.000179041837884169,1.8733824591766563e-06,1842641
0.48810308077060016,0.2464295757390786,0.0004244622563623768,0.17862985137427745,0.001256603184970761,0.01340485011823326,0.00024832485746370346,0.4816646813411852,0.00033711543149869043,0.10894892183927164,0.0028329968113846053,0.4812488815798506,0.00028838889696729513,0.07183139392565807,0.003625976043721461,0.3820250541584598,0.0005562043682435568,2.54460791441731e-06,1.082811878475451e-07,2.0032019751795843e-06,1.2632805248880262e-07,0.17862985137427745,0.001256603184970761,0.10212161247683751,0.0016749295073551103,0.0002465201709995777,3.6093729282515037e-06,0.00017180615138477157,2.5265610497760526e-06,2723322
0.48649387006528877,0.2391715722413096,0.0006927433238522892,0.19043273821680493,0.0016710816286847486,0.033201432562486456,0.0006399100996864878,0.48127705100779844,0.00017290873363353136,0.05357695339828907,0.0032176541906291127,0.47166177367272866,0.0004219268671143009,0.03908402413708707,0.0029793504872239252,0.3941273546254381,0.0007252560771850899,2.8818122272255226e-06,2.2167786363273251e-07,1.9581544620891374e-06,2.2167786363273251e-07,0.19043273821680493,0.0016710816286847486,0.13649740560564294,0.0019555682203467556,0.0005512389542333949,1.0714430075582072e-05,0.00035135941385788105,5.911409696872868e-06,1318194
0.49101134552511194,0.23899187965601693,0.00013695573149502294,0.17697810128927585,0.0006591168910850086,0.0059203368655435075,5.349920427850387e-05,0.4849817787930645,6.566065008946721e-05,0.06421901668282999,0.0011357563085568928,0.4812431383622694,0.00015938188386202873,0.04935923613594699,0.0013912582434844713,0.38978588603625064,0.000252601039596523,6.024936456807527e-07,1.673593460224313e-08,4.3513429965832135e-07,1.673593460224313e-08,0.17697810128927585,0.0006591168910850086,0.11752687344238155,0.0008154863067186336,0.00010638475762159216,9.483696274604441e-07,6.214610382299615e-05,4.4629158939315013e-07,8821155
0.4883357892070509,0.24133847940650618,0.0007051082316381337,0.1808705437511103,0.001324412142765157,0.015720864321082467,0.0002975968030950085,0.4804803209328202,0.0002888509081668788,0.09420936191258172,0.0032522910355712643,0.47859333500819157,0.00040538404869574227,0.09782425302436247,0.00467267164700725,0.37961816948639493,0.000680052424546735,2.2455676166819543e-06,1.1818776929905023e-07,3.711095955990177e-06,2.127379847382904e-07,0.1808705437511103,0.001324412142765157,0.12288313299776289,0.0017430332216223927,0.00018768217764689177,5.2002618491582105e-06,0.0001652265014800722,2.8365064631772053e-06,2082224
0.4905767780571321,0.23748138285841752,0.00010559187237575223,0.18205179715989878,0.0004175862571410019,0.0023133828349653604,1.8770764087879287e-05,0.4840499658250553,6.491345101010546e-05,0.05761212973043492,0.0008930785506663107,0.47761247915631305,0.00014723159971894535,0.07137620990704686,0.001182887005370819,0.39504041918177224,0.0001787017217207268,2.504455046765566e-07,5.059505144980941e-09,2.9092154583640407e-07,7.58925771747141e-09,0.18205179715989878,0.0004175862571410019,0.09876465202569212,0.0004191294062102211,3.44552300373202e-05,2.276777315241423e-07,2.5803476239402796e-05,1.517851543494282e-07,19465197
0.4891400040894693,0.23824582823063944,0.00039344798948582526,0.18778989640306162,0.0007373249086541671,0.0035356604271646504,3.401936198258663e-05,0.4788627292560622,0.0002122501246101533,0.08030804985963587,0.001442369791126361,0.4759924159295675,0.00018943413146092978,0.08326313022794281,0.0015145522268518192,0.38504868574772755,0.00031574060474665364,6.496930784644364e-07,1.5347080593648104e-08,6.803872396517326e-07,1.5347080593648104e-08,0.18778989640306162,0.0007373249086541671,0.12613003301583225,0.0009421572776440572,4.865024548186449e-05,3.580985471851224e-07,3.7395719713189216e-05,2.557846765608017e-07,9656401
0.4847041959748308,0.24680426892638205,0.0011354095849515457,0.20150789400976762,0.0022930961934053053,0.054437859302797084,0.001315781613953342,0.474724089445839,0.0005209949044872599,0.04637573263597975,0.003327181252104846,0.46811571821595643,0.0004311681968170427,0.06100670678130473,0.00407310223259833,0.3890624665568744,0.001039115354329073,2.8025932793107776e-06,3.593068306808689e-07,5.605186558621555e-06,5.748909290893903e-07,0.20150789400976762,0.0022930961934053053,0.13486438166874143,0.002486403268311613,0.0004915317443714287,1.5809500549958233e-05,0.00041895176457389316,8.623363936340854e-06,683932
0.4879577080558664,0.23814286870336115,0.0001948247005209627,0.19140135221180865,0.000674907277792549,0.002988482319997303,1.8822620871000523e-05,0.48044803220265475,0.00023293522053168512,0.05917252518907884,0.0011344753132159664,0.4747940129791772,0.00017384488040407225,0.07524953899635461,0.001363561413524593,0.3864436760684597,0.0002563260280410408,4.821974784930472e-07,8.459604885842932e-09,4.991166882647329e-07,1.2689407328764396e-08,0.19140135221180865,0.000674907277792549,0.1309207183192319,0.0007861933800658128,4.073299752533371e-05,2.960861710045026e-07,2.897414673401204e-05,1.6919209771685863e-07,11544951
0.4900524567473527,0.241820703121882,0.0005233111816816206,0.18667748757563193,0.0009827880394837308,0.00859092752700883,0.00010395875603234585,0.47904481382791775,0.00024856304073899235,0.09035175338971115,0.0016497915869594334,0.4750900820523865,0.000298197484408571,0.08032833152519396,0.00205194782740035,0.3817921792044404,0.00043290093520737503,1.068247869004055e-06,3.9082239109904456e-08,1.654481455652622e-06,6.51370651831741e-08,0.18667748757563193,0.0009827880394837308,0.12654542420700257,0.0012034724163243245,9.73147753836621e-05,1.4330154340298301e-06,8.585065191142346e-05,1.1724671732971337e-06,3791508
0.48510533910351805,0.24036739652531286,0.00044505343621264597,0.19044761518830738,0.001031634370596264,0.009093899940510868,0.00011890837123114703,0.4800697401730598,0.00011145290480964046,0.08232654568605442,0.0020542969087191895,0.47587597712904356,0.00032412324357905645,0.07536440368674382,0.002183946206150812,0.3881857919899846,0.00044290525097255085,1.6048207381887004e-06,5.054553506106144e-08,1.3900022141791894e-06,6.31819188263268e-08,0.19044761518830738,0.001031634370596264,0.11911990429537757,0.0011150345034470152,0.0001551747926374586,2.4009129154004184e-06,0.00010311289152456532,8.845468635685751e-07,3871859
0.4880599455565057,0.23778177879137052,0.00018516865223247808,0.18954749532954765,0.0005457521537801697,0.003039423231895612,2.208045935994917e-05,0.48024039087917275,5.226348728502752e-05,0.04881432752900902,0.000959751166579495,0.47228969747364113,0.00015728967224061183,0.06329158231255386,0.0011229545618486846,0.3945130650153684,0.00022184141516943715,3.6864766931393394e-07,7.680159777373625e-09,3.5712742964787354e-07,1.1520239666060436e-08,0.18954749532954765,0.0005457521537801697,0.13293120068909586,0.0006022397289427528,3.717197332248834e-05,2.3040479332120873e-07,2.9299809550680376e-05,2.3040479332120873e-07,12742886
0.4893333721257918,0.2361872425386824,0.000593491333539088,0.18696836023970823,0.001982177398233524,0.03960311433427275,0.0011061154062827169,0.48183084229233725,0.0005014699678063242,0.058644565725369045,0.0033880593747063047,0.470424375730826,0.0003843518659646247,0.06608249470106174,0.004191154930192243,0.3988229228576604,0.0008579365714276871,5.065822659025888e-06,3.253280606713873e-07,4.275740225966804e-06,4.6475437238769615e-07,0.18696836023970823,0.001982177398233524,0.11363988011874991,0.0023484038436750285,0.0007226930490628674,1.3477876799243187e-05,0.0004034067952325202,6.506561213427746e-06,1051302
0.48917179935092214,0.23771505993354305,0.00045569258526963517,0.18584249359709157,0.001127994774049009,0.0069767705952661786,9.094860118139049e-05,0.4786760986551899,0.0002457300372986757,0.08390852529527879,0.0020483481941247273,0.4741423847424702,0.00033720618257044547,0.08606934588947239,0.00236983356280187,0.38777750865356736,0.0004702528021641037,1.3505128713709956e-06,4.220352723034361e-08,1.4560216894468547e-06,5.275440903792952e-08,0.18584249359709157,0.001127994774049009,0.12768255128268158,0.0011695652483708974,8.841638954756986e-05,1.0550881807585904e-06,7.681041955922538e-05,8.440705446068723e-07,4679230
0.4897770947079709,0.24665128490951382,0.0014199080462602312,0.19133365901771526,0.002081571998531053,0.0433530859751698,0.0012393451726124367,0.4787861546050643,0.0003983181000070948,0.05931940306822527,0.004133150164230246,0.47283837755450653,0.0006160733263663951,0.06824196845904686,0.004558462713786015,0.3823907748967208,0.0010887761317965017,3.5992599398231462e-06,3.599259939823146e-07,5.518865241062157e-06,5.39888990973472e-07,0.19133365901771526,0.002081571998531053,0.1300658565687324,0.002205146589798314,0.0004661041622070974,1.739642304247854e-05,0.0003545271040725799,9.598026506195056e-06,824082
