Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Estimate Occupied housing units,Margin of Error Occupied housing units,Estimate Owner-occupied housing units,Margin of Error Owner-occupied housing units,Estimate Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Number Women 15 to 50 years,Margin of Error Number Women 15 to 50 years,"Estimate Women with births (Rate per 1,000 women)","Margin of Error Women with births (Rate per 1,000 women)","Estimate Percent of women who had a birth in the past 12 months who were unmarried (Rate per 1,000 women)","Margin of Error Percent of women who had a birth in the past 12 months who were unmarried (Rate per 1,000 women)",Population
0.49168795829500894,0.23790743437826667,0.0002889291840526,0.18078800423284683,0.0007416982112973801,0.008851770449310301,0.00010350463122825493,0.48336135912730016,0.00024236059791706325,0.054459837006215664,0.0014026662094035927,0.4796072342555673,0.0002999764763840229,0.04734529576560751,0.0017888115659727144,0.3906202747758941,0.00033048399905310626,7.478167116655529e-07,2.5493751534052936e-08,5.608625337491646e-07,3.3991668712070586e-08,0.18078800423284683,0.0007416982112973801,0.12120298839739693,0.0010255286450431694,0.00014208517521645503,1.274687576702647e-06,9.611144328337957e-05,8.497917178017646e-07,0.006713354570633941,0.00039821239896190686,4.5038961043493524e-06,2.549375153405294e-07,2.8128105859238408e-06,2.719333496965647e-07,5828289
0.48990072630140946,0.2368471795963311,0.00017870934042100116,0.18830368606795958,0.0007835717233843897,0.007524320690836066,8.300421287948674e-05,0.4839845655405743,0.00011423352069553125,0.021346277849944476,0.0010170444193775454,0.47319207537341035,0.0001964906209478399,0.054176349180980785,0.0016041255218140953,0.39700646059712724,0.00032342505630539883,7.620548797216604e-07,1.494225254356197e-08,6.126323542860407e-07,2.988450508712394e-08,0.18830368606795958,0.0007835717233843897,0.11717579964388404,0.000798738109716105,0.00012327358348438624,8.965351526137182e-07,7.538366408227014e-05,8.218238898959083e-07,0.005907270120571789,0.00031094827543152456,3.511429347737063e-06,2.2413378815342955e-07,2.35340477561101e-06,2.017204093380866e-07,6587536
0.4867713453885435,0.23894910113213572,0.00018563947565248748,0.18759201657758098,0.0006055089560239219,0.0034931465231418293,2.2669009503622047e-05,0.48115874503772393,5.958007063017185e-05,0.05950043341417652,0.0010048777669312112,0.4758742046787861,0.00019386931171141116,0.07974844198326718,0.0014912265816947894,0.38603248477494206,0.0002181152957891982,7.44134877184115e-07,9.856091088531324e-09,5.962935108561451e-07,1.4784136632796986e-08,0.18759201657758098,0.0006055089560239219,0.136480940056596,0.0007212194654032797,4.775276132393427e-05,3.4496318809859634e-07,3.597473247313933e-05,2.464022772132831e-07,0.006349047476954666,0.0002996744495467949,2.6611445939034573e-06,1.4784136632796987e-07,2.01064258206039e-06,1.1827309306237589e-07,9876187
0.48728318468635146,0.24181608709566718,0.00028417138736034123,0.1919141417148037,0.0007503886360454862,0.007794388979887487,8.57010254422211e-05,0.4819161350287857,6.239475085729158e-05,0.04370009065962182,0.0012294518628483088,0.4761453546303787,0.00020929768633159136,0.0550097815514118,0.001378373452026815,0.38310945919693673,0.000291787217244393,7.615829884051768e-07,1.8351397310968116e-08,6.881773991613043e-07,2.752709596645217e-08,0.1919141417148037,0.0007503886360454862,0.14014301476083155,0.0009586769955249743,0.00010827324413471188,8.258128789935651e-07,7.010233772789819e-05,7.340558924387246e-07,0.006721291022128627,0.0003515210154915942,5.2301482336259125e-06,2.7527095966452174e-07,2.743533897989733e-06,2.385681650425855e-07,5344861
0.4916293749058308,0.2386153011819142,0.0006869485440106442,0.178771985682639,0.0013777042727230343,0.009697396024655322,0.00014881126290736607,0.4805175269995921,0.00024283217206352172,0.08741544369862679,0.0025622353042748826,0.47599641240138424,0.00041630737064741455,0.10658180466583268,0.0037164743879824057,0.38110663748438234,0.0006192468682274265,2.036016166585765e-06,6.621190785644764e-08,2.94642989961192e-06,1.324238157128953e-07,0.178771985682639,0.0013777042727230343,0.12470582467360845,0.0015189011662269088,0.0001075943502667274,2.3174167749756673e-06,0.00011123600519883204,1.986357235693429e-06,0.007600961492150548,0.0006248748803952246,1.0262845717749384e-05,8.276488482055955e-07,8.475124205625298e-06,6.786720555285883e-07,2978512
0.4886343139634648,0.23896059966387664,0.0003376955619395914,0.1915532440566935,0.0008383716074407616,0.00580748357074974,6.763690067805522e-05,0.47915153899815965,0.00017357421499308149,0.06306480917270225,0.001337091887139193,0.47409816612484934,0.0002135044334656683,0.07240978413915607,0.0017733091513917588,0.3868195909801287,0.00040826611132175505,8.149024178078943e-07,2.444707253423683e-08,8.637965628763679e-07,3.259609671231577e-08,0.1915532440566935,0.0008383716074407616,0.13212591480636035,0.0010742043671543662,7.138545179997153e-05,6.519219342463155e-07,5.557634489449839e-05,4.889414506847366e-07,0.006709499057021298,0.0004172300379176419,4.644943781504997e-06,3.2596096712315775e-07,2.9906918733549725e-06,1.9557658027389463e-07,6010688
0.48343133461333254,0.24356275049065298,0.00098940430457609,0.19648896225596968,0.002036865370613992,0.03275133154363782,0.0008532880319051191,0.47594933046393467,0.0005805676146181199,0.08244108914771808,0.003533656498049615,0.47055688185521694,0.0011806501070385294,0.06877482022277456,0.004703085550351828,0.38776257341927745,0.0008967086350152137,3.659039587929327e-06,2.439359725286218e-07,4.8787194505724355e-06,4.878719450572435e-07,0.19648896225596968,0.002036865370613992,0.13691296755724944,0.00217346951523002,0.0003873703243754514,1.219679862643109e-05,0.00031321378872675037,8.781695011030384e-06,0.0068482584927685285,0.0009010994825207289,3.073593253860634e-05,3.902975560457948e-06,1.3660414461602821e-05,2.9272316703434613e-06,998199
0.4898561279984544,0.24260660985797258,0.0006029438215743511,0.19249884715211585,0.0012548617751274443,0.019861285272144015,0.000348706524416946,0.48226112326863635,0.0002553077699875415,0.055571723649080654,0.0018682427067956257,0.47533436120303096,0.0005494201800675289,0.0615315811308653,0.003164050067675789,0.37997664149447674,0.0007340767432660652,1.7662801697251295e-06,1.0704728301364422e-07,2.355040226300173e-06,2.1409456602728844e-07,0.19249884715211585,0.0012548617751274443,0.12970089666319914,0.0016126673186005502,0.00023898305932796072,4.014273113011658e-06,0.00017903658084031994,1.8733274527387739e-06,0.007629527478589957,0.000716413941568814,1.7662801697251297e-05,1.6057092452046632e-06,8.831400848625649e-06,1.1239964716432643e-06,1842641
0.4880892868969265,0.24642261159856993,0.00042445026098891135,0.17862480326517657,0.0012565676731572234,0.013404471294955084,0.0002483178397622202,0.48165106941774266,0.0003371059045609211,0.10894584292474735,0.002832916750426841,0.481235281406978,0.0002883807470494389,0.07182936395860264,0.0036258735730396287,0.38201425806733713,0.000556188649816252,2.544536003377402e-06,1.082781278032937e-07,2.0031453643609336e-06,1.2632448243717598e-07,0.17862480326517657,0.0012565676731572234,0.10211872650320335,0.0016748821735706148,0.000246513204298832,3.609270926776457e-06,0.00017180129611455935,2.52648964874352e-06,0.00748292094893929,0.0007247416020967125,1.1369203419345839e-05,1.082781278032937e-06,6.64105850526868e-06,9.023177316941142e-07,2723322
0.4864850208689364,0.23916722177291752,0.0006927307230322752,0.19042927429506595,0.0016710512321466565,0.03320082863710527,0.0006398984598890138,0.4812682967040214,0.00017290558846885592,0.053575978847508976,0.003217595662340312,0.47165319426833335,0.0004219191923748578,0.03908331320890254,0.0029792962936172097,0.3941201855518618,0.0007252428849665901,2.881759807814265e-06,2.2167383137032807e-07,1.9581188437712313e-06,2.2167383137032807e-07,0.19042927429506595,0.0016710512321466565,0.13649492275350827,0.001955532649071911,0.0005512289273408825,1.0714235182899191e-05,0.00035135302272197,5.9113021698754155e-06,0.005982976708685155,0.0007632968926851631,1.884227566647789e-05,2.2167383137032807e-06,1.2081223809682882e-05,2.844814169252544e-06,1318194
0.49100199812169565,0.23898732995765917,0.00013695312426306359,0.17697473214979734,0.0006591043434493264,0.0059202241598442455,5.349818581192586e-05,0.48497254617476093,6.565940010493924e-05,0.06421779414273716,0.0011357346871167869,0.4812339769166193,0.0001593788497024736,0.049358296482114775,0.0013912317580433982,0.3897784656661187,0.00025259623082002114,6.024821759841495e-07,1.6735615999559703e-08,4.351260159885523e-07,1.6735615999559703e-08,0.17697473214979734,0.0006591043434493264,0.1175246360784014,0.0008154707822718792,0.00010638273237053452,9.483515733083833e-07,6.21449207450317e-05,4.4628309332159215e-07,0.0061627790210645305,0.000306373343565273,2.84505471992515e-06,1.6735615999559705e-07,1.6679830612894505e-06,1.4504200532951744e-07,8821155
0.4883246104677392,0.24133295480641176,0.0007050920906521928,0.18086640335283838,0.0013243818249829824,0.01572050444689777,0.00029758999065742904,0.48046932201697007,0.0002888442959359637,0.0942072053188591,0.0032522165857470737,0.478582379288282,0.00040537476884629925,0.09782201368035556,0.004672564682538568,0.3796094794566071,0.0006800368571258326,2.24551621226813e-06,1.181850638035858e-07,3.7110110034325936e-06,2.1273311484645442e-07,0.18086640335283838,0.0013243818249829824,0.12288032001837465,0.0017429933209752832,0.00018767788132009424,5.200142807357774e-06,0.00016522271919741294,2.8364415312860588e-06,0.006737021377059604,0.0006282717991798621,1.3709467401215952e-05,1.4182207656430294e-06,1.0211189512629813e-05,1.3000357018394436e-06,2082224
0.49056719001255805,0.2374767414196332,0.00010558980864256247,0.1820482390608936,0.0004175780956547146,0.0023133376212114065,1.8770397223953367e-05,0.48404050534332027,6.49121823135638e-05,0.05761100373407192,0.0008930610959531343,0.47760314449159974,0.00014722872216092802,0.07137481489955216,0.0011828638865159509,0.3950326983410862,0.0001786982290970439,2.504406098613724e-07,5.059406259825706e-09,2.9091585993997806e-07,7.589109389738558e-09,0.1820482390608936,0.0004175780956547146,0.09876272172664756,0.00041912121456396143,3.445455662941305e-05,2.2767328169215675e-07,2.5802971925111097e-05,1.5178218779477117e-07,0.006248442621978644,0.0002131780827577561,1.2648515649564264e-06,5.059406259825705e-08,8.373317360011542e-07,4.553465633843135e-08,19465197
