Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Estimate Occupied housing units,Margin of Error Occupied housing units,Estimate Owner-occupied housing units,Margin of Error Owner-occupied housing units,Estimate Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Owner-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Margin of Error Renter-occupied housing units MONTHLY HOUSING COSTS (Median dollars),Estimate Number Women 15 to 50 years,Margin of Error Number Women 15 to 50 years,"Estimate Women with births (Rate per 1,000 women)","Margin of Error Women with births (Rate per 1,000 women)","Estimate Percent of women who had a birth in the past 12 months who were unmarried (Rate per 1,000 women)","Margin of Error Percent of women who had a birth in the past 12 months who were unmarried (Rate per 1,000 women)",Population
0.48868072420140846,0.24633020412110043,0.00042635626661208134,0.17627606532782464,0.0017222926965247292,0.013247190667664265,0.0003240738289147386,0.48216102629113206,0.0003673195613446677,0.1056548870553846,0.0036509446971756763,0.4817208529232872,0.0005512485063267315,0.07657563113228376,0.0036879099290452423,0.38302135107419505,0.0005760116228218776,2.2789244890460575e-06,1.0766572389193973e-07,2.1353701905234714e-06,1.2561001120726302e-07,0.17627606532782464,0.0017222926965247292,0.0992302938678794,0.0017746900154854731,0.00022609802017307343,4.665514701984055e-06,0.00016795852927142598,2.3327573509920276e-06,0.006328950136114524,0.0006005952964438704,9.510472277121343e-06,8.972143657661645e-07,6.1728348364712105e-06,7.716043545589013e-07,2758931
0.48583162535204094,0.23995370787736842,0.000680727580329769,0.19034352017955092,0.0015295178442710025,0.03415763476848006,0.0008041946834215247,0.4805516560419141,0.00017359106136184148,0.05046376922247571,0.0022006629031667843,0.47142983275379186,0.00038919779362654906,0.04154207320891712,0.0030907317209775006,0.3959254607902413,0.0006357634412933685,2.543053765173474e-06,1.8427925834590392e-07,2.0639276934741235e-06,2.2113511001508468e-07,0.19034352017955092,0.0015295178442710025,0.13602389175544552,0.002203242812783627,0.0005576290357547052,1.2530989567521466e-05,0.00034607644717360756,5.528377750377117e-06,0.005226896883723219,0.0007946121619875376,1.6585133251131352e-05,2.579909616842655e-06,7.223746927159434e-06,1.9902159901357622e-06,1320718
0.491034024320666,0.23928049977258128,0.000132706557585766,0.1763276595213265,0.0005520904522380986,0.005967453182176714,5.226990670009827e-05,0.4850125199357142,8.004699236926658e-05,0.06340879638094647,0.0012648315442381607,0.4813176665521937,0.00015642006158389366,0.049952885830572294,0.0013658644309907468,0.3908900043094933,0.0002496597780084566,6.067539755389469e-07,1.6699650702906796e-08,4.3419091827557666e-07,1.6699650702906796e-08,0.1763276595213265,0.0005520904522380986,0.11469765426775132,0.0007584981349260267,0.00010676643349391745,7.236515304592945e-07,6.318034515933071e-05,3.896585164011586e-07,0.006058800271521615,0.0002988124165773456,2.7832751171511326e-06,1.113310046860453e-07,1.5809002665418433e-06,1.2246410515464983e-07,8864590
0.48791270688577054,0.24288924708585655,0.0006729752870853151,0.17979242449556265,0.0015734780824435551,0.016086968100371912,0.0004508372048579896,0.479715624193285,0.00041357986828188754,0.09517820125677633,0.003209989017333472,0.4786114948225517,0.0003125867106447807,0.10308191171408401,0.004062221301152863,0.37954142499223775,0.0006237674840602746,2.62441616133549e-06,1.4059372292868697e-07,3.889759667693673e-06,2.108905843930305e-07,0.17979242449556265,0.0015734780824435551,0.12255179911099168,0.0016554910874852892,0.00018394345416503213,5.389426045599668e-06,0.0001708213733583547,2.8118744585737395e-06,0.006974620271620613,0.0007814667766119518,1.4528018035964322e-05,1.6402601008346814e-06,1.1153768685675835e-05,1.4059372292868697e-06,2085538
0.4904644316157158,0.23780939585867775,9.720999880830548e-05,0.18111442312446183,0.00045775377095658,0.00233868409782055,1.9880427439023594e-05,0.4839943981595211,5.7852295817488175e-05,0.05531619327988974,0.0008235637146317949,0.47758491307738976,0.00011555340967726514,0.07627991503689298,0.0010621036469071262,0.3957326578521983,0.00017539626793795088,2.4189113233792965e-07,5.039398590373534e-09,3.099230133079724e-07,5.039398590373534e-09,0.18111442312446183,0.00045775377095658,0.09705093019180033,0.00046798375009503827,3.4469486358154974e-05,2.519699295186767e-07,2.6658418543076e-05,1.2598496475933836e-07,0.006228747051687592,0.000202029489488075,1.2598496475933836e-06,5.0393985903735344e-08,8.768553547249949e-07,4.787428660854858e-08,19570261
0.48922671504691534,0.237502360511507,0.0003553535296782998,0.1866119758326178,0.0009728398170634037,0.0036369780203900923,3.789627034493417e-05,0.47932793565011816,0.00021222924662423693,0.0782703386761781,0.0015375347759733452,0.47654514361637995,0.00015984322585329853,0.08516340680191387,0.0018607676700919014,0.38587304781597004,0.000362345087576162,5.927625174274462e-07,2.0265385211194745e-08,6.687577119694264e-07,2.0265385211194745e-08,0.1866119758326178,0.0009728398170634037,0.12412051939919105,0.0010568398387638058,4.777564563539161e-05,4.5597116725188174e-07,3.7744279955850206e-05,3.54644241195908e-07,0.006764180275792581,0.0003630037125955258,2.837153929567264e-06,1.5199038908396056e-07,1.8441500542187214e-06,1.5199038908396056e-07,9752073
0.48529017382748774,0.24404859481194247,0.0011289085268119242,0.2011174310745266,0.0017937654027533278,0.05733805168737773,0.0016461771101217249,0.4749965999755326,0.000564099483856367,0.04643922392381321,0.003214302719332506,0.46864462691958014,0.0004356692869029048,0.05739055906071782,0.003950115505192949,0.3904916590574521,0.001064338648785598,2.199633207490236e-06,2.838236396761595e-07,5.605516883604149e-06,6.386031892713588e-07,0.2011174310745266,0.0017937654027533278,0.13215822046060852,0.002467136987885016,0.0005158494651114198,1.7029418380569568e-05,0.00044418399609318955,1.4900741082998372e-05,0.007379414631580146,0.0011253607313159721,4.612134144737591e-05,7.095590991903986e-06,2.1357728885631e-05,4.683090054656631e-06,699628
0.4877341203028451,0.23833498264686173,0.000186053718704716,0.19173820056673077,0.0006455269804287149,0.003103218870902569,2.522117848926327e-05,0.48030511022552774,6.0877249921320564e-05,0.05722001005425686,0.0010364341237472292,0.47460051901516975,0.00016847916216948398,0.07797864531906558,0.0014814590721658211,0.38723317382551803,0.00023755223893656178,4.3936391338080075e-07,8.449306026553861e-09,5.069583615932316e-07,1.267395903983079e-08,0.19173820056673077,0.0006455269804287149,0.12841732684947058,0.000704841108735123,4.034543627679468e-05,2.112326506638465e-07,2.9234598851876357e-05,1.689861205310772e-07,0.0060320018188869335,0.00023966456544320024,2.1968195669040034e-06,8.44930602655386e-08,1.6645132872311103e-06,8.871771327881554e-08,11544225
0.48974868896256324,0.24256078249802626,0.00043414001595227413,0.1863574112927225,0.0009478486870151109,0.00893429410394851,0.00011018192014498358,0.4792678437098505,0.00017580022663226573,0.08958513459197262,0.001939356798425303,0.4752062255421613,0.00025394801290156826,0.08180303594839135,0.0023413335106072363,0.38193458215659215,0.00040352675091785315,9.687742099500316e-07,3.875096839800126e-08,1.6533746516480539e-06,6.45849473300021e-08,0.1863574112927225,0.0009478486870151109,0.12490702979643474,0.0010298715701242136,9.765244036296318e-05,1.4208688412600463e-06,8.718967889550284e-05,1.0333591572800336e-06,0.0069387484013461054,0.00035728392862957164,7.750193679600253e-06,3.875096839800126e-07,5.128044818002167e-06,4.2626065237801385e-07,3814820
0.4852513729002595,0.23989184959740348,0.0003942810983417052,0.19011956334434252,0.0010501212088382542,0.009233396579538077,0.00013623126315875193,0.4803361439123817,0.00010840850288161951,0.07549455345701886,0.0019113734999393979,0.4755201745017089,0.0004284955738176383,0.08300243758837875,0.002572602703642779,0.3895766706276389,0.00047549347969117275,1.503932987953103e-06,6.266387449804597e-08,1.491400213053494e-06,6.266387449804597e-08,0.19011956334434252,0.0010501212088382542,0.1155536885073847,0.0014272324055674948,0.00014939067680334157,2.005243983937471e-06,0.00010527530915671722,1.1279497409648273e-06,0.006142563633796457,0.0005119638546490355,6.642370696792872e-06,5.013109959843677e-07,3.897692993778459e-06,4.7624544618514927e-07,3899353
0.4879915037259164,0.2380751208196023,0.00015597639299885893,0.18907620731014857,0.0005285122022531922,0.0031020269487077264,2.071770896449366e-05,0.4802126358807248,4.089928497981373e-05,0.04842613204368305,0.0008902487621027433,0.4721250320472306,0.00013445448461060487,0.06494852409047207,0.0013839123226596524,0.39535550403648334,0.0002181295198923399,3.599749801594093e-07,7.659042131051261e-09,3.676340222904605e-07,1.1488563196576891e-08,0.18907620731014857,0.0005285122022531922,0.13139174854802946,0.0006972409004002515,3.752930644215118e-05,3.0636168524205043e-07,3.0100035575031456e-05,1.9147605327628152e-07,0.005656968517994462,0.00021265330476863826,1.876465322107559e-06,7.659042131051261e-08,1.5471265104723547e-06,7.276090024498698e-08,12763536
0.48819431550234604,0.23608443361101825,0.0005289187363451912,0.19144118465929072,0.001833337288051637,0.04017785600291684,0.0011530335578095782,0.48067846848939877,0.0003733544021260173,0.05193248284497638,0.003335113577200318,0.46898746049446766,0.0005530660359851822,0.0691072497139201,0.0041370825479361785,0.3987582900895818,0.0008149713628497018,4.783022813305943e-06,3.2505980284603493e-07,4.922334157382814e-06,4.1793403223061637e-07,0.19144118465929072,0.001833337288051637,0.11597855142858372,0.002647379908607493,0.0007067728856166645,1.6717361289224655e-05,0.0004063247535575437,7.89430949768942e-06,0.00612923476823545,0.0008906638597981357,2.368292849306826e-05,3.250598028460349e-06,2.057164180868478e-05,2.971975340306605e-06,1050292
0.48911800024130997,0.2377297683218835,0.0005219162501533074,0.18489549537826466,0.0013362017676166091,0.007037559274548684,0.00010390241390995145,0.4786651456250311,0.0002523344337813107,0.08010144405317046,0.0019968287856356164,0.47438643585785195,0.0002650870439392725,0.08957537904543861,0.0023004872488231504,0.3883298364496877,0.0004930660829107052,1.2439021383585738e-06,5.226479572935184e-08,1.4947731578594625e-06,5.226479572935184e-08,0.18489549537826466,0.0013362017676166091,0.12788923738034602,0.0013197906217575926,8.602785377051312e-05,1.4634142804218514e-06,7.745642727089942e-05,8.362367316696294e-07,0.007205956446388655,0.0004589894360951678,6.376305078980924e-06,4.181183658348147e-07,4.588849065037091e-06,3.9721244754307393e-07,4723723
0.4899870027935309,0.24408021845126868,0.001258142391061947,0.1921788718937085,0.0019353749919218514,0.04364315200677598,0.0011231715390907456,0.47894139258617846,0.0006272874397780502,0.05702548225045804,0.002990763812401509,0.47261916761256706,0.0007884200427921274,0.06580929016310366,0.003929019338439199,0.3831656003592132,0.0008669052959207555,3.270218880359503e-06,3.56751150584673e-07,5.708018409354768e-06,6.540437760719007e-07,0.1921788718937085,0.0019353749919218514,0.13163047203122683,0.0023551521791098165,0.000470316933520794,1.4864631274361378e-05,0.0003638861735963665,1.0107949266565737e-05,0.006693840755470416,0.001124955294843669,3.5675115058467304e-05,5.945852509744551e-06,2.223748838644462e-05,4.459389382308413e-06,833354
0.48768455891359497,0.23754183826943728,0.0004027383696533816,0.18792131807055676,0.0009590169346965548,0.0052509832893574224,6.321347330036058e-05,0.4799921646602419,0.00017890174552114097,0.07026977245852734,0.0014320517330923856,0.4757293678962727,0.00022124715655126204,0.08699841847895011,0.0022413365129594115,0.3870727762357618,0.0004513289672023335,8.073045987756893e-07,2.2848243361576113e-08,1.0434031135119757e-06,3.808040560262686e-08,0.18792131807055676,0.0009590169346965548,0.12643273482237277,0.0010666321609295783,6.336579492277108e-05,8.377689232577909e-07,5.44549800117564e-05,5.33125678436776e-07,0.006521802585128286,0.00037486351275225875,4.188844616288954e-06,2.2848243361576114e-07,2.87887866355859e-06,2.3609851473628653e-07,6456243
0.49353413649048916,0.2449182673605734,0.0001506090751196863,0.17012712701557348,0.0004058659875018579,0.0015062829772021212,1.0937659699183344e-05,0.4843605732867601,9.151880110336011e-05,0.11129589676393303,0.0011264636134127298,0.4819322206075361,0.0001558568450632312,0.08897676596462654,0.0012114082851362644,0.3739889376013088,0.0002173307215447573,1.6339210446934698e-07,3.844520105161106e-09,2.768054475715996e-07,5.766780157741658e-09,0.17012712701557348,0.0004058659875018579,0.10703720650784292,0.0006180642747062251,1.9241823126331334e-05,1.345582036806387e-07,1.5627974227479892e-05,9.611300262902763e-08,0.0073878220600828385,0.00024283911244250123,1.1341334310225261e-06,3.844520105161105e-08,6.881690988238379e-07,2.883390078870829e-08,26059203
0.4998743999033129,0.2515390851003338,0.00047960739442566287,0.15689762387831138,0.0010152843177593943,0.013762052948223765,0.0002210842817071313,0.4949818012004297,0.00023314987653544987,0.07559875874901059,0.0026459139717630352,0.49173402696899526,0.00038130828361847925,0.06651318840806865,0.003442775536086251,0.3585051965690475,0.0006320242467422164,1.4194817445080662e-06,7.097408722540331e-08,1.845326267860486e-06,1.0646113083810495e-07,0.15689762387831138,0.0010152843177593943,0.10885632884674426,0.001162200678315979,0.00020884125166074923,2.661528270952624e-06,0.0001458517492482038,2.129222616762099e-06,0.009097458500552196,0.0006226201801848505,1.2952770918636104e-05,8.871760903175414e-07,2.6082977055335716e-06,4.435880451587707e-07,2855287
0.4834176824915746,0.23798731122282288,0.0008172317873134911,0.19860353004667178,0.0020496389302215603,0.06240903598075226,0.001753305590912419,0.4785775712828586,0.0002361406297619719,0.03180104317601667,0.0024987691476119774,0.46397466560643447,0.0006335668530541795,0.05330527451244513,0.003650147643052703,0.3982720080314858,0.0010487422086487576,4.9388889884856876e-06,3.858507022254443e-07,5.324739690711131e-06,6.173611235607109e-07,0.19860353004667178,0.0020496389302215603,0.1415701660493244,0.0022116962251562465,0.0009059774488253432,1.697743089791955e-05,0.0006551744923788044,1.697743089791955e-05,0.004826992284840308,0.0007840486269221029,3.241145898693732e-05,5.4019098311562205e-06,2.1761979605515057e-05,5.479079971601309e-06,626011
0.49216450086323926,0.24185618817224336,0.0004159014711484325,0.18179125032009055,0.0008441426088626545,0.005902798035488283,5.3552937164830316e-05,0.47943336901329364,0.0002856967135921708,0.05974471438679034,0.0012311096894430287,0.477434586175775,0.00019536792286919936,0.055067372893008046,0.0015289029234617617,0.3920629981528366,0.00032970616479232646,4.6197766453202087e-07,1.2157306961368971e-08,4.984495854161277e-07,1.8235960442053455e-08,0.18179125032009055,0.0008441426088626545,0.12239946255438876,0.0010307572707196682,7.9144068318512e-05,7.902249524889831e-07,6.455529996486924e-05,7.902249524889831e-07,0.00669642703392645,0.0003484284175128347,3.282472879569622e-06,1.8235960442053457e-07,1.9086971929349283e-06,1.5196633701711213e-07,8185867
0.4878472975676054,0.24342666157868387,0.0002887068529879718,0.18803951608610772,0.0007054104107147971,0.006163412752185079,6.528403355541965e-05,0.47976064861464,0.00022913695803696525,0.06804324823402563,0.0013606792551758692,0.47763577474785646,0.00027920709755813503,0.06637386264074634,0.0016705284210001695,0.3881348646532713,0.0003340628281605008,7.356953453181865e-07,2.142801976654912e-08,6.714112860185391e-07,2.142801976654912e-08,0.18803951608610772,0.0007054104107147971,0.11811924474726493,0.0009613323934599487,9.842603746101562e-05,8.571207906619649e-07,6.642686127630228e-05,6.428405929964736e-07,0.006582116258423448,0.0003501338429854126,3.928470290534005e-06,2.1428019766549122e-07,1.9785204917780354e-06,1.5713881162136023e-07,6897012
0.4837665253075097,0.23843941645092803,0.0008343661303032888,0.1917498522356503,0.0016027651884294738,0.016814563440937028,0.0004815857008344295,0.4762366317209382,7.066038166005976e-05,0.07099595328809112,0.002669189398723365,0.47002321144433595,0.000575973369324989,0.08731771923331777,0.0036394007646166574,0.3945368039387188,0.000723812618038103,2.3205807999060218e-06,1.3036970785988886e-07,3.5721299953609548e-06,1.825175910038444e-07,0.1917498522356503,0.0016027651884294738,0.13855483959816414,0.001644744234360358,0.0001324556231856471,3.650351820076888e-06,0.00015618291001614687,2.6073941571977772e-06,0.004772835004750531,0.0005809274182236648,1.1211794875950442e-05,1.3036970785988886e-06,9.282323199624087e-06,1.4862146696027332e-06,1855413
0.48721566048812887,0.24183772026257894,0.000297271680865331,0.19408829658544982,0.000715499242209009,0.006613420570780482,6.329285142096862e-05,0.48058748295872866,7.63438032638368e-05,0.043219463882571224,0.0011425980387922837,0.4737878517482555,0.00035118149501364926,0.06191073003070722,0.001786700897390308,0.3875890444369541,0.0002945420700223782,6.994627785066611e-07,2.5590101652682725e-08,7.506429818120267e-07,2.5590101652682725e-08,0.19408829658544982,0.000715499242209009,0.13169587554130027,0.0009898251319257678,9.263616798271147e-05,7.677030495804818e-07,6.303695040444179e-05,4.265016942113788e-07,0.005918990512265515,0.00031714665981558127,4.3503172809560635e-06,2.5590101652682727e-07,2.6699006057632313e-06,2.132508471056894e-07,5726398
0.4860081032471769,0.24756937543673582,0.0016509415325790563,0.19036211280757026,0.002831407498879107,0.0680512967268364,0.002488388040555686,0.478030548463326,0.0006415575903804622,0.0734207060532606,0.005159833846899931,0.4741658055388741,0.0007921097715897441,0.05357348043725063,0.004788585854599771,0.38155055179155056,0.0013618129118475946,4.3625916145871436e-06,5.987870843550981e-07,6.757739952007537e-06,1.0264921446087396e-06,0.19036211280757026,0.002831407498879107,0.13449014537651657,0.0027971910940588155,0.000764736647733511,3.079476433826219e-05,0.0006492562814650278,2.6517713735725775e-05,0.005997280354876561,0.0011496712019617883,4.619214650739328e-05,8.55410120507283e-06,2.7030959808030147e-05,7.356527036362634e-06,576412
0.4810620523548737,0.2297434073439791,0.00036300056396315356,0.16302592828848028,0.0011426017036580637,0.00416120381921723,9.14963881280026e-05,0.4776421639526595,8.280098670307186e-05,0.036422181362596846,0.001677823128679174,0.47657159132050647,0.00023750126280034717,0.217204638489229,0.0035200801917671127,0.3819226659385786,0.0003998586834359943,2.400969050167444e-06,6.489105540993092e-08,5.411914021188239e-06,1.0382568865588948e-07,0.16302592828848028,0.0011426017036580637,0.1137852976223165,0.0012405871973270594,3.517095203218256e-05,9.084747757390329e-07,5.736369298237894e-05,1.2978211081986184e-06,0.00511951492551109,0.00038389548380515136,5.450848654434198e-06,3.8934633245958553e-07,6.943342928862609e-06,4.801938100334889e-07,3667084
0.48807971329911676,0.2364767321647588,0.00038179757304439825,0.18676591889097544,0.0011622962702197309,0.006936022983262829,7.874827991212668e-05,0.47994930766423044,0.00016974404294683347,0.06402083328552727,0.0016823588180198683,0.4764349885401314,0.00021863275656837229,0.09034431839522808,0.0020490747796158004,0.3871732059465231,0.00037147324842866955,1.0121886878165382e-06,4.048754751266153e-08,1.4879173710903113e-06,4.048754751266153e-08,0.18676591889097544,0.0011622962702197309,0.1284027142759987,0.0012365909199054648,7.338367986669903e-05,1.214626425379846e-06,6.97398005905595e-05,8.097509502532307e-07,0.0064220335675895905,0.0004429337697885172,5.567037782990961e-06,4.0487547512661534e-07,4.382777018245611e-06,3.44144153857623e-07,4833722
0.49301021235684783,0.2568644346604077,0.0011471796139325573,0.16961744831124673,0.0019431955505097311,0.06465455774786523,0.0018373746343009112,0.4778427723731085,0.0010420327162983158,0.09792681066335686,0.004875176349926079,0.4823330841169503,0.00041317338621660256,0.048798944799481284,0.003498156402062263,0.3803068924830072,0.001017768047613491,5.257344881712072e-06,4.718130022049295e-07,5.0551393093385306e-06,5.392148596627766e-07,0.16961744831124673,0.0019431955505097311,0.10745675928932186,0.002423096775609602,0.0009193613357250341,2.696074298313883e-05,0.0007549008035278872,2.2916631535668005e-05,0.007226153138055785,0.0009854151560337243,4.0441114474708244e-05,5.392148596627766e-06,2.6421528123476056e-05,4.987737451880684e-06,735132
0.49036095078917796,0.24398769429022865,0.0001973938429348242,0.17899895165493274,0.000868817251825718,0.005557781532973491,6.240578658364041e-05,0.4821598277491857,0.00012204297112460133,0.0846263620969393,0.0020070868267781615,0.4789885811770019,0.0002313653382693239,0.0893813986917002,0.001927395984198333,0.382423483282453,0.0003239264389935004,7.333054058988922e-07,1.4965416446916165e-08,1.0176483183902992e-06,2.993083289383233e-08,0.17899895165493274,0.000868817251825718,0.11198995262638539,0.0010399467888962044,7.250744268530882e-05,9.727520690495507e-07,6.644644902430777e-05,5.986166578766466e-07,0.006709894118139332,0.00036822407167637225,4.339970769605688e-06,2.2448124670374248e-07,2.910773498925194e-06,1.8706770558645206e-07,6626624
0.48822176536383544,0.2399224438588923,0.0005305802821207646,0.18936319217671627,0.0012169409216442248,0.010633954577855636,0.00017779819750318287,0.47947521977083435,0.00017200402905568623,0.07885201066363225,0.0017513288001733442,0.4743102980167358,0.0003575829670455075,0.09404183711791954,0.002774413400331324,0.382784951029399,0.0006545754868971928,1.3906004273991959e-06,6.621906797139027e-08,2.4169959809557447e-06,9.932860195708541e-08,0.18936319217671627,0.0012169409216442248,0.12543911155354445,0.0013598085607924991,0.00010710934244372376,1.6554766992847567e-06,0.00010595050875422443,1.3243813594278054e-06,0.00652605469625044,0.00042727853608539576,9.436217185923113e-06,6.621906797139027e-07,5.777613680503801e-06,6.125263787353601e-07,2959373
0.4934132444316579,0.2453714214568595,5.6732607873680663e-05,0.16281321995574316,0.0002390837130625413,0.0011809046676879583,5.577279694943458e-06,0.4867055149946389,7.364603280904408e-05,0.08702613432389976,0.0006740726180144453,0.4838389488764527,9.249205001079487e-05,0.08204203075055827,0.0008344388648709126,0.3876207183014661,0.00012295956164666043,1.4786276400547773e-07,1.2970417895217345e-09,1.6731839084830374e-07,2.594083579043469e-09,0.16281321995574316,0.0002390837130625413,0.0879630005788892,0.0003303565437911857,2.1816242899755572e-05,9.079292526652141e-08,1.556450147426081e-05,5.188167158086937e-08,0.006555651287197597,0.0001670719529082946,6.874321484465192e-07,1.2970417895217343e-08,4.2932083233169406e-07,1.4267459684739079e-08,38332521
0.4886882404452829,0.24505808834388462,0.0003044656244699659,0.18803842184932093,0.0008057223038649808,0.00849263149047536,9.853683267190108e-05,0.47994465090295485,0.0002502044240693779,0.07076979380857519,0.0018494025803200403,0.4775240926663349,0.00024087828025052684,0.06545652952907179,0.0019223160683583304,0.3848648972801871,0.00033498754969529663,7.347870887579621e-07,2.8261041875306236e-08,8.760922981344935e-07,3.7681389167074986e-08,0.18803842184932093,0.0008057223038649808,0.12040692253752557,0.0010483904501009437,0.00012067464880755764,1.0362382020945621e-06,8.798604370512008e-05,1.0362382020945621e-06,0.006593772086873534,0.0003215164530680673,5.18119101047281e-06,2.8261041875306237e-07,2.1572595298150428e-06,2.449290295859874e-07,5268367
0.48981995785669524,0.23872063095221507,0.00026289466137670027,0.18524209961246507,0.0008803628696750633,0.015556078756345746,0.00029590997432592784,0.48221715884828803,0.00015675452305232416,0.043925646036730125,0.001532483513878814,0.4753356489289823,0.00019249837426181844,0.05080401813703654,0.001946812048700318,0.39475536561148084,0.0003484343358360626,1.3233410562293682e-06,5.457076520533478e-08,1.077772612805362e-06,6.821345650666847e-08,0.18524209961246507,0.0008803628696750633,0.12393730198079198,0.0010581271373314414,0.00022756009090624601,2.455684434240065e-06,0.00013901902436059033,1.7735498691733802e-06,0.005298684874524994,0.00042415127255846457,6.1392110856001625e-06,5.457076520533478e-07,4.3383758338241145e-06,5.729930346560152e-07,3596080
0.4900456846201279,0.2376194597045981,0.00047076001987841204,0.18184267973301094,0.0016682324427473353,0.04602440639292552,0.0010574734158222219,0.4824702421663069,0.0004536609045139294,0.042691147591561694,0.0031654737318498444,0.47596349442276614,0.0006524381206260398,0.05733921163801675,0.004209054116438424,0.3924679797506424,0.0007785440964390992,4.70225672523272e-06,4.2747788411206544e-07,4.38164831214867e-06,4.809126196260736e-07,0.18184267973301094,0.0016682324427473353,0.1288044299565167,0.001928459604700555,0.0006492320364951994,1.6030420654202454e-05,0.0005129734609344785,1.0152599747661553e-05,0.0069256760699706,0.0011851824337007013,3.099214659812474e-05,5.343473551400818e-06,1.8862461636444884e-05,3.7938662214945804e-06,925749
0.4846097689845909,0.22917997111931107,0.00024371390339604902,0.20436866952011706,0.0024049504052100685,0.09913101340430426,0.005114926387626513,0.4762230984032608,0.0005571698357513448,0.0282447553325723,0.0026003813654804854,0.4584204875165098,0.00048282943125632356,0.08333176145930567,0.005936502816684892,0.4089848849232433,0.000667530848609933,7.893878003079575e-06,7.66395922629085e-07,1.0652903324544281e-05,9.963146994178106e-07,0.20436866952011706,0.0024049504052100685,0.08482546711250975,0.0027199391294106226,0.0014753121510609887,4.138537982197059e-05,0.0009464989644469199,2.2225481756243464e-05,0.005849133681505176,0.0008070149065284265,3.06558369051634e-05,3.831979613145425e-06,3.241854752721029e-05,6.514365342347222e-06,646449
0.4857400411133913,0.23739386934688508,0.00016024901695780973,0.18099219988519502,0.0006311895219951263,0.0018932165361348519,1.463438378619885e-05,0.47803315217575837,9.115058629720074e-05,0.09594925605967185,0.0009088153491144072,0.4755540825333784,0.00014081194021084802,0.08143408466785508,0.0012329091165032679,0.3968976391111289,0.000187631910330955,2.8916737721870576e-07,5.028997864673144e-09,3.168268654744081e-07,7.543496797009715e-09,0.18099219988519502,0.0006311895219951263,0.11879569161901006,0.0005367197971072413,2.4943829408778794e-05,2.0115991458692577e-07,2.3988319814490898e-05,1.257249466168286e-07,0.005653498819508255,0.00020156223441609962,1.257249466168286e-06,5.028997864673144e-08,1.0535750526490236e-06,5.7833475443741154e-08,19552860
0.49266141801099395,0.24092136093763486,0.00032534706083451286,0.17545737047759685,0.0007792735050456939,0.0037471280323559753,3.3721669104966296e-05,0.48270215263206123,0.0001791370551717429,0.08901323747944638,0.0014723804476508627,0.4793838708629179,0.00016170508778463955,0.09180503410251939,0.0018649721917963099,0.3820393449018301,0.0003170532188013326,5.46300972245404e-07,9.932744949916436e-09,7.449558712437326e-07,1.9865489899832872e-08,0.17545737047759685,0.0007792735050456939,0.11167891717183494,0.0009640225611141396,5.160061001481588e-05,4.469735227462396e-07,4.156853761540028e-05,2.483186237479109e-07,0.007799092007224885,0.00030717013757616574,3.0791509344740947e-06,9.932744949916435e-08,1.917019775333872e-06,1.2912568434891366e-07,9992167
0.4972411296832542,0.25042033735904146,0.00040106052923034863,0.15990565435603754,0.001529244155088471,0.03297981801630078,0.0006006979609665597,0.4791684065472775,0.0008667621588976458,0.0329769609510881,0.0021127997247789338,0.48456611700033847,0.00039070366783437347,0.056156688154735276,0.0034502633774660717,0.4010055307250045,0.0005992694283602182,2.535645376255989e-06,1.4285326063414022e-07,3.0713451036340147e-06,2.4999320610974536e-07,0.15990565435603754,0.001529244155088471,0.09098681302939976,0.0014667458535610348,0.0005878411675094869,1.821379073085288e-05,0.0004924866160361984,1.0356861395975166e-05,0.007463368601830655,0.0007503367514808215,2.3213654853047784e-05,2.499932061097454e-06,1.235680704485313e-05,1.7856657579267526e-06,1404054
0.4908258464572158,0.24567375735434593,0.0009024614680606414,0.17935606571062315,0.0016354422718740389,0.02072185638779051,0.0004998295451937772,0.48465994918770533,0.00021131255233730763,0.07835574020387592,0.0028193462223053303,0.4815314776159109,0.0005016750696683388,0.07643362646361998,0.004248704927853319,0.37428159106347314,0.0006391666430231809,2.4606992994155185e-06,1.8455244745616388e-07,3.5987727253951953e-06,2.7682867118424583e-07,0.17935606571062315,0.0016354422718740389,0.12262618129966052,0.001839065138900673,0.00028082730754579605,5.844160836111856e-06,0.00021592636352371172,4.306223773977157e-06,0.007550040625431664,0.0008544778317220388,2.0300769220178025e-05,2.4606992994155185e-06,8.643206289197008e-06,1.5686958033773928e-06,1612136
